Number,Time,Si
3623,18.1636,117348.251
3624,18.16861,62355.13959
3625,18.17362,66576.82806
3626,18.17863,74622.0753
3627,18.18363,62958.15087
3628,18.18864,61752.15732
3629,18.19365,63963.23417
3630,18.19866,59139.56938
3631,18.20366,65370.48623
3632,18.20867,64365.29006
3633,18.21368,61551.16967
3634,18.21869,63561.19118
3635,18.22369,62355.13959
3636,18.2287,64968.39809
3637,18.23371,56527.5261
3638,18.23872,60546.27981
3639,18.24372,60948.22609
3640,18.24873,67582.20162
3641,18.25374,67582.20162
3642,18.25875,61350.18525
3643,18.26375,68989.86009
3644,18.26876,68989.86009
3645,18.27377,68788.75635
3646,18.27878,60345.31151
3647,18.28378,67180.04251
3648,18.28879,69995.42723
3649,18.2938,60747.25134
3650,18.29881,61752.15732
3651,18.30381,59541.47053
3652,18.30882,66375.76302
3653,18.31383,66978.9678
3654,18.31884,64164.26051
3655,18.32384,61551.16967
3656,18.32885,57130.25699
3657,18.33386,60546.27981
3658,18.33887,117953.9116
3659,18.34387,62355.13959
3660,18.34888,67582.20162
3661,18.35389,70397.67668
3662,18.3589,63360.17452
3663,18.3639,62355.13959
3664,18.36891,67984.37362
3665,18.37392,58335.80576
3666,18.37893,66978.9678
3667,18.38393,52510.06109
3668,18.38894,61752.15732
3669,18.39395,62355.13959
3670,18.39895,127648.4541
3671,18.40396,62154.14227
3672,18.40897,65571.53514
3673,18.41398,62154.14227
3674,18.41898,62958.15087
3675,18.42399,62154.14227
3676,18.429,61953.14818
3677,18.43401,68386.55853
3678,18.43901,69794.30735
3679,18.44402,66174.70121
3680,18.44903,65169.44055
3681,18.45404,74219.69028
3682,18.45904,117752.0215
3683,18.46405,54116.89249
3684,18.46906,86498.24595
3685,18.47407,86095.47969
3686,18.47907,61149.20406
3687,18.48408,53916.02729
3688,18.48909,61752.15732
3689,18.4941,62355.13959
3690,18.4991,69190.96707
3691,18.50411,67180.04251
3692,18.50912,60747.25134
3693,18.51413,69995.42723
3694,18.51913,58737.68112
3695,18.52414,60345.31151
3696,18.52915,68386.55853
3697,18.53416,63159.16109
3698,18.53916,62154.14227
3699,18.54417,54920.38548
3700,18.54918,65169.44055
3701,18.55419,71001.07504
3702,18.55919,61149.20406
3703,18.5642,57933.94328
3704,18.56921,62958.15087
3705,18.57422,63762.21106
3706,18.57922,72207.95892
3707,18.58423,67582.20162
3708,18.58924,67180.04251
3709,18.59425,59943.38458
3710,18.59925,64566.32285
3711,18.60426,62556.14013
3712,18.60927,61551.16967
3713,18.61428,62556.14013
3714,18.61928,104837.8027
3715,18.62429,65169.44055
3716,18.6293,68788.75635
3717,18.63431,65571.53514
3718,18.63931,64365.29006
3719,18.64432,59541.47053
3720,18.64933,64164.26051
3721,18.65433,61551.16967
3722,18.65934,63159.16109
3723,18.66435,65169.44055
3724,18.66936,63360.17452
3725,18.67436,63762.21106
3726,18.67937,85289.98595
3727,18.68438,72207.95892
3728,18.68939,60345.31151
3729,18.69439,64968.39809
3730,18.6994,57933.94328
3731,18.70441,57532.09369
3732,18.70942,58335.80576
3733,18.71442,65772.58727
3734,18.71943,63561.19118
3735,18.72444,61752.15732
3736,18.72945,60546.27981
3737,18.73445,63360.17452
3738,18.73946,67381.12045
3739,18.74447,61350.18525
3740,18.74948,60345.31151
3741,18.75448,62355.13959
3742,18.75949,68185.46446
3743,18.7645,58335.80576
3744,18.76951,64566.32285
3745,18.77451,60546.27981
3746,18.77952,73616.13698
3747,18.78453,66375.76302
3748,18.78954,65973.64263
3749,18.79454,63159.16109
3750,18.79955,70598.80624
3751,18.80456,62355.13959
3752,18.80957,64164.26051
3753,18.81457,69794.30735
3754,18.81958,60948.22609
3755,18.82459,64164.26051
3756,18.8296,65772.58727
3757,18.8346,61953.14818
3758,18.83961,69593.1907
3759,18.84462,59541.47053
3760,18.84963,59139.56938
3761,18.85463,64566.32285
3762,18.85964,66777.89632
3763,18.86465,109275.5673
3764,18.86966,61752.15732
3765,18.87466,61953.14818
3766,18.87967,70598.80624
3767,18.88468,60144.34643
3768,18.88968,74823.27265
3769,18.89469,64968.39809
3770,18.8997,56326.62225
3771,18.90471,69995.42723
3772,18.90971,59541.47053
3773,18.91472,67381.12045
3774,18.91973,65772.58727
3775,18.92474,151917.5822
3776,18.92974,69794.30735
3777,18.93475,62757.14389
3778,18.93976,88512.27129
3779,18.94477,62355.13959
3780,18.94977,67582.20162
3781,18.95478,58335.80576
3782,18.95979,66174.70121
3783,18.9648,59742.42594
3784,18.9698,65571.53514
3785,18.97481,66777.89632
3786,18.97982,62154.14227
3787,18.98483,64968.39809
3788,18.98983,67783.28601
3789,18.99484,68788.75635
3790,18.99985,66375.76302
3791,19.00486,67582.20162
3792,19.00986,59943.38458
3793,19.01487,63159.16109
3794,19.01988,54317.76091
3795,19.02489,60747.25134
3796,19.02989,60747.25134
3797,19.0349,60546.27981
3798,19.03991,61551.16967
3799,19.04492,61953.14818
3800,19.04992,64566.32285
3801,19.05493,61953.14818
3802,19.05994,65973.64263
3803,19.06495,99393.59865
3804,19.06995,64566.32285
3805,19.07496,68185.46446
3806,19.07997,64566.32285
3807,19.08498,60747.25134
3808,19.08998,67180.04251
3809,19.09499,116944.4936
3810,19.1,63561.19118
3811,19.10501,64365.29006
3812,19.11001,59139.56938
3813,19.11502,61350.18525
3814,19.12003,61350.18525
3815,19.12504,63159.16109
3816,19.13004,64566.32285
3817,19.13505,56125.72162
3818,19.14006,53514.30656
3819,19.14506,64566.32285
3820,19.15007,67180.04251
3821,19.15508,71001.07504
3822,19.16009,61953.14818
3823,19.16509,59139.56938
3824,19.1701,65772.58727
3825,19.17511,59943.38458
3826,19.18012,63561.19118
3827,19.18512,57532.09369
3828,19.19013,62355.13959
3829,19.19514,56728.43317
3830,19.20015,59943.38458
3831,19.20515,55723.93002
3832,19.21016,69392.07727
3833,19.21517,63360.17452
3834,19.22018,61350.18525
3835,19.22518,58938.62364
3836,19.23019,60345.31151
3837,19.2352,116742.6197
3838,19.24021,55924.82421
3839,19.24521,63159.16109
3840,19.25022,67180.04251
3841,19.25523,60546.27981
3842,19.26024,62355.13959
3843,19.26524,64767.35886
3844,19.27025,62757.14389
3845,19.27526,63963.23417
3846,19.28027,78646.63585
3847,19.28527,140586.1578
3848,19.29028,58134.87291
3849,19.29529,60144.34643
3850,19.3003,66978.9678
3851,19.3053,57733.01687
3852,19.31031,62958.15087
3853,19.31532,58335.80576
3854,19.32033,55924.82421
3855,19.32533,56125.72162
3856,19.33034,59340.51835
3857,19.33535,63561.19118
3858,19.34036,61551.16967
3859,19.34536,64968.39809
3860,19.35037,67783.28601
3861,19.35538,100199.9984
3862,19.36039,114925.9009
3863,19.36539,87102.4196
3864,19.3704,62556.14013
3865,19.37541,59340.51835
3866,19.38041,66576.82806
3867,19.38542,56929.34347
3868,19.39043,58938.62364
3869,19.39544,61149.20406
3870,19.40044,56929.34347
3871,19.40545,56326.62225
3872,19.41046,65772.58727
3873,19.41547,56728.43317
3874,19.42047,116742.6197
3875,19.42548,64164.26051
3876,19.43049,58335.80576
3877,19.4355,63360.17452
3878,19.4405,63561.19118
3879,19.44551,63159.16109
3880,19.45052,61350.18525
3881,19.45553,60144.34643
3882,19.46053,65772.58727
3883,19.46554,65169.44055
3884,19.47055,63360.17452
3885,19.47556,64164.26051
3886,19.48056,58335.80576
3887,19.48557,54719.5074
3888,19.49058,58335.80576
3889,19.49559,66978.9678
3890,19.50059,75225.67703
3891,19.5056,62958.15087
3892,19.51061,61551.16967
3893,19.51562,64968.39809
3894,19.52062,63963.23417
3895,19.52563,63762.21106
3896,19.53064,62757.14389
3897,19.53565,68587.65583
3898,19.54065,63360.17452
3899,19.54566,67984.37362
3900,19.55067,60747.25134
3901,19.55568,62556.14013
3902,19.56068,50501.81165
3903,19.56569,62355.13959
3904,19.5707,63963.23417
3905,19.57571,61953.14818
3906,19.58071,60546.27981
3907,19.58572,68185.46446
3908,19.59073,60747.25134
3909,19.59574,56125.72162
3910,19.60074,55723.93002
3911,19.60575,72610.27937
3912,19.61076,62757.14389
3913,19.61577,65370.48623
3914,19.62077,62958.15087
3915,19.62578,65772.58727
3916,19.63079,72006.80354
3917,19.63579,61350.18525
3918,19.6408,120376.8458
3919,19.64581,70397.67668
3920,19.65082,62958.15087
3921,19.65582,64968.39809
3922,19.66083,62355.13959
3923,19.66584,61149.20406
3924,19.67085,68386.55853
3925,19.67585,63963.23417
3926,19.68086,58335.80576
3927,19.68587,64365.29006
3928,19.69088,58938.62364
3929,19.69588,59742.42594
3930,19.70089,58536.74183
3931,19.7059,61149.20406
3932,19.71091,61752.15732
3933,19.71591,75628.09433
3934,19.72092,65370.48623
3935,19.72593,66576.82806
3936,19.73094,59943.38458
3937,19.73594,62757.14389
3938,19.74095,59139.56938
3939,19.74596,57532.09369
3940,19.75097,61149.20406
3941,19.75597,60948.22609
3942,19.76098,61350.18525
3943,19.76599,65772.58727
3944,19.771,66777.89632
3945,19.776,67582.20162
3946,19.78101,67582.20162
3947,19.78602,129669.0925
3948,19.79103,55924.82421
3949,19.79603,66576.82806
3950,19.80104,110284.3689
3951,19.80605,63963.23417
3952,19.81106,65169.44055
3953,19.81606,64566.32285
3954,19.82107,68386.55853
3955,19.82608,64164.26051
3956,19.83109,66978.9678
3957,19.83609,60747.25134
3958,19.8411,63360.17452
3959,19.84611,59340.51835
3960,19.85112,61752.15732
3961,19.85612,60747.25134
3962,19.86113,71805.65139
3963,19.86614,66978.9678
3964,19.87114,68185.46446
3965,19.87615,59742.42594
3966,19.88116,58536.74183
3967,19.88617,61350.18525
3968,19.89117,61752.15732
3969,19.89618,59139.56938
3970,19.90119,63561.19118
3971,19.9062,61752.15732
3972,19.9112,70196.55034
3973,19.91621,66777.89632
3974,19.92122,64365.29006
3975,19.92623,68788.75635
3976,19.93123,56929.34347
3977,19.93624,119972.991
3978,19.94125,62757.14389
3979,19.94626,63360.17452
3980,19.95126,59943.38458
3981,19.95627,62757.14389
3982,19.96128,55523.03905
3983,19.96629,61752.15732
3984,19.97129,59943.38458
3985,19.9763,62757.14389
3986,19.98131,66777.89632
3987,19.98632,58737.68112
3988,19.99132,61953.14818
3989,19.99633,60948.22609
3990,20.00134,68386.55853
3991,20.00635,65169.44055
3992,20.01135,57331.17373
3993,20.01636,66375.76302
3994,20.02137,59340.51835
3995,20.02638,72207.95892
3996,20.03138,64365.29006
3997,20.03639,64968.39809
3998,20.0414,67381.12045
3999,20.04641,61752.15732
4000,20.05141,61350.18525
4001,20.05642,62154.14227
4002,20.06143,62154.14227
4003,20.06644,60144.34643
4004,20.07144,60144.34643
4005,20.07645,68185.46446
4006,20.08146,59541.47053
4007,20.08647,64164.26051
4008,20.09147,66978.9678
4009,20.09648,67783.28601
4010,20.10149,67381.12045
4011,20.1065,110687.9123
4012,20.1115,57532.09369
4013,20.11651,62154.14227
4014,20.12152,61752.15732
4015,20.12652,64767.35886
4016,20.13153,65772.58727
4017,20.13654,101006.45
4018,20.14155,64968.39809
4019,20.14655,62355.13959
4020,20.15156,59541.47053
4021,20.15657,60546.27981
4022,20.16158,70397.67668
4023,20.16658,62355.13959
4024,20.17159,65370.48623
4025,20.1766,60345.31151
4026,20.18161,67180.04251
4027,20.18661,59541.47053
4028,20.19162,61752.15732
4029,20.19663,66375.76302
4030,20.20164,61149.20406
4031,20.20664,57733.01687
4032,20.21165,63159.16109
4033,20.21666,69392.07727
4034,20.22167,57733.01687
4035,20.22667,57130.25699
4036,20.23168,62958.15087
4037,20.23669,66576.82806
4038,20.2417,60948.22609
4039,20.2467,63159.16109
4040,20.25171,65973.64263
4041,20.25672,64365.29006
4042,20.26173,120174.9168
4043,20.26673,62757.14389
4044,20.27174,69190.96707
4045,20.27675,61551.16967
4046,20.28176,64968.39809
4047,20.28676,63360.17452
4048,20.29177,63360.17452
4049,20.29678,63159.16109
4050,20.30179,64365.29006
4051,20.30679,60747.25134
4052,20.3118,64164.26051
4053,20.31681,61953.14818
4054,20.32182,71001.07504
4055,20.32682,57733.01687
4056,20.33183,58737.68112
4057,20.33684,66777.89632
4058,20.34185,65370.48623
4059,20.34685,67984.37362
4060,20.35186,55322.15131
4061,20.35687,64365.29006
4062,20.36188,57331.17373
4063,20.36688,62556.14013
4064,20.37189,57532.09369
4065,20.3769,58134.87291
4066,20.3819,62958.15087
4067,20.38691,59943.38458
4068,20.39192,67381.12045
4069,20.39693,61350.18525
4070,20.40193,58134.87291
4071,20.40694,60948.22609
4072,20.41195,59742.42594
4073,20.41696,62355.13959
4074,20.42196,66576.82806
4075,20.42697,71604.50246
4076,20.43198,63159.16109
4077,20.43699,65772.58727
4078,20.44199,73213.78425
4079,20.447,63561.19118
4080,20.45201,62757.14389
4081,20.45702,57532.09369
4082,20.46202,58536.74183
4083,20.46703,60546.27981
4084,20.47204,57532.09369
4085,20.47705,108468.5843
4086,20.48205,58536.74183
4087,20.48706,60345.31151
4088,20.49207,59541.47053
4089,20.49708,54920.38548
4090,20.50208,62757.14389
4091,20.50709,72811.44443
4092,20.5121,62958.15087
4093,20.51711,61953.14818
4094,20.52211,59139.56938
4095,20.52712,62556.14013
4096,20.53213,67582.20162
4097,20.53714,58737.68112
4098,20.54214,59139.56938
4099,20.54715,60546.27981
4100,20.55216,65370.48623
4101,20.55717,56125.72162
4102,20.56217,60747.25134
4103,20.56718,64767.35886
4104,20.57219,61149.20406
4105,20.5772,56326.62225
4106,20.5822,63360.17452
4107,20.58721,63963.23417
4108,20.59222,66576.82806
4109,20.59723,68386.55853
4110,20.60223,56326.62225
4111,20.60724,65772.58727
4112,20.61225,63762.21106
4113,20.61725,62958.15087
4114,20.62226,65169.44055
4115,20.62727,67582.20162
4116,20.63228,60948.22609
4117,20.63728,59742.42594
4118,20.64229,118963.4107
4119,20.6473,60144.34643
4120,20.65231,68587.65583
4121,20.65731,64767.35886
4122,20.66232,63762.21106
4123,20.66733,62355.13959
4124,20.67234,68185.46446
4125,20.67734,53715.16531
4126,20.68235,67381.12045
4127,20.68736,67381.12045
4128,20.69237,66174.70121
4129,20.69737,64365.29006
4130,20.70238,61752.15732
4131,20.70739,64365.29006
4132,20.7124,62556.14013
4133,20.7174,59139.56938
4134,20.72241,58938.62364
4135,20.72742,61149.20406
4136,20.73243,70397.67668
4137,20.73743,110889.6889
4138,20.74244,56929.34347
4139,20.74745,67180.04251
4140,20.75246,62556.14013
4141,20.75746,58737.68112
4142,20.76247,67582.20162
4143,20.76748,66174.70121
4144,20.77249,59541.47053
4145,20.77749,61953.14818
4146,20.7825,67783.28601
4147,20.78751,66174.70121
4148,20.79252,59340.51835
4149,20.79752,67381.12045
4150,20.80253,68788.75635
4151,20.80754,59139.56938
4152,20.81255,105846.2478
4153,20.81755,61350.18525
4154,20.82256,65772.58727
4155,20.82757,64968.39809
4156,20.83258,63561.19118
4157,20.83758,61752.15732
4158,20.84259,61350.18525
4159,20.8476,62154.14227
4160,20.85261,59943.38458
4161,20.85761,62958.15087
4162,20.86262,59943.38458
4163,20.86763,63360.17452
4164,20.87263,67984.37362
4165,20.87764,63561.19118
4166,20.88265,66174.70121
4167,20.88766,62757.14389
4168,20.89266,64365.29006
4169,20.89767,64164.26051
4170,20.90268,64968.39809
4171,20.90769,65370.48623
4172,20.91269,62355.13959
4173,20.9177,64566.32285
4174,20.92271,59541.47053
4175,20.92772,59139.56938
4176,20.93272,60747.25134
4177,20.93773,63561.19118
4178,20.94274,63561.19118
4179,20.94775,64566.32285
4180,20.95275,68587.65583
4181,20.95776,63963.23417
4182,20.96277,58134.87291
4183,20.96778,60948.22609
4184,20.97278,63159.16109
4185,20.97779,60345.31151
4186,20.9828,66777.89632
4187,20.98781,67984.37362
4188,20.99281,68788.75635
4189,20.99782,75426.88407
4190,21.00283,75628.09433
4191,21.00784,61350.18525
4192,21.01284,66375.76302
4193,21.01785,61953.14818
4194,21.02286,65772.58727
4195,21.02787,59943.38458
4196,21.03287,67984.37362
4197,21.03788,57933.94328
4198,21.04337,73414.959
4199,21.04838,68185.46446
4200,21.05339,120982.6525
4201,21.05839,62958.15087
4202,21.0634,63561.19118
4203,21.06841,63561.19118
4204,21.07342,109880.8385
4205,21.07842,61350.18525
4206,21.08343,59139.56938
4207,21.08844,63360.17452
4208,21.09345,63762.21106
4209,21.09845,61149.20406
4210,21.10346,58536.74183
4211,21.10847,59541.47053
4212,21.11348,61752.15732
4213,21.11848,54317.76091
4214,21.12349,60345.31151
4215,21.1285,65169.44055
4216,21.13351,69794.30735
4217,21.13851,61752.15732
4218,21.14352,54920.38548
4219,21.14853,70799.93903
4220,21.15354,68386.55853
4221,21.15854,59943.38458
4222,21.16355,67582.20162
4223,21.16856,63360.17452
4224,21.17357,66978.9678
4225,21.17857,66978.9678
4226,21.18358,66174.70121
4227,21.18859,64566.32285
4228,21.1936,66576.82806
4229,21.1986,58134.87291
4230,21.20361,56326.62225
4231,21.20862,59742.42594
4232,21.21362,65169.44055
4233,21.21863,61149.20406
4234,21.22364,59742.42594
4235,21.22865,57933.94328
4236,21.23365,60345.31151
4237,21.23866,61752.15732
4238,21.24367,67381.12045
4239,21.24868,70397.67668
4240,21.25368,56125.72162
4241,21.25869,57733.01687
4242,21.2637,61752.15732
4243,21.26871,61752.15732
4244,21.27371,65571.53514
4245,21.27872,62757.14389
4246,21.28373,57933.94328
4247,21.28874,62556.14013
4248,21.29374,60747.25134
4249,21.29875,67381.12045
4250,21.30376,59139.56938
4251,21.30877,66174.70121
4252,21.31377,61752.15732
4253,21.31878,66174.70121
4254,21.32379,64767.35886
4255,21.3288,66576.82806
4256,21.3338,61149.20406
4257,21.33881,64365.29006
4258,21.34382,55723.93002
4259,21.34883,58536.74183
4260,21.35383,61953.14818
4261,21.35884,63360.17452
4262,21.36385,63561.19118
4263,21.36886,63963.23417
4264,21.37386,67582.20162
4265,21.37887,61149.20406
4266,21.38388,68185.46446
4267,21.38889,62355.13959
4268,21.39389,64365.29006
4269,21.3989,64767.35886
4270,21.40391,66777.89632
4271,21.40892,58134.87291
4272,21.41392,74823.27265
4273,21.41893,64566.32285
4274,21.42394,61350.18525
4275,21.42895,64767.35886
4276,21.43395,63963.23417
4277,21.43896,71202.21429
4278,21.44397,66576.82806
4279,21.44898,70799.93903
4280,21.45398,64767.35886
4281,21.45899,63561.19118
4282,21.464,59139.56938
4283,21.469,64767.35886
4284,21.47401,57933.94328
4285,21.47902,61149.20406
4286,21.48403,61953.14818
4287,21.48903,63561.19118
4288,21.49404,63561.19118
4289,21.49905,66174.70121
4290,21.50406,105644.5523
4291,21.50906,57933.94328
4292,21.51407,64164.26051
4293,21.51908,72811.44443
4294,21.52409,107258.2071
4295,21.52909,116742.6197
4296,21.5341,72409.11753
4297,21.53911,57733.01687
4298,21.54412,64365.29006
4299,21.54912,57130.25699
4300,21.55413,59943.38458
4301,21.55914,64767.35886
4302,21.56415,56527.5261
4303,21.56915,59340.51835
4304,21.57416,61752.15732
4305,21.57917,56728.43317
4306,21.58418,66576.82806
4307,21.58918,62556.14013
4308,21.59419,59742.42594
4309,21.5992,64365.29006
4310,21.60421,60546.27981
4311,21.60921,62154.14227
4312,21.61422,61953.14818
4313,21.61923,56728.43317
4314,21.62424,66978.9678
4315,21.62924,63360.17452
4316,21.63425,60144.34643
4317,21.63926,61551.16967
4318,21.64427,57733.01687
4319,21.64927,68989.86009
4320,21.65428,73213.78425
4321,21.65929,63561.19118
4322,21.6643,67582.20162
4323,21.6693,64164.26051
4324,21.67431,65169.44055
4325,21.67932,70397.67668
4326,21.68433,115733.299
4327,21.68933,54116.89249
4328,21.69434,60747.25134
4329,21.69935,66375.76302
4330,21.70435,58938.62364
4331,21.70936,115329.5935
4332,21.71437,63360.17452
4333,21.71938,63561.19118
4334,21.72438,62958.15087
4335,21.72939,65772.58727
4336,21.7344,61953.14818
4337,21.73941,64566.32285
4338,21.74441,59541.47053
4339,21.74942,66978.9678
4340,21.75443,58536.74183
4341,21.75944,60546.27981
4342,21.76444,61953.14818
4343,21.76945,65370.48623
4344,21.77446,60144.34643
4345,21.77947,64968.39809
4346,21.78447,67180.04251
4347,21.78948,56929.34347
4348,21.79449,60345.31151
4349,21.7995,64968.39809
4350,21.8045,65571.53514
4351,21.80951,63561.19118
4352,21.81452,61752.15732
4353,21.81953,64767.35886
4354,21.82453,75426.88407
4355,21.82954,65973.64263
4356,21.83455,62958.15087
4357,21.83956,67783.28601
4358,21.84456,61953.14818
4359,21.84957,61752.15732
4360,21.85458,65169.44055
4361,21.85959,72207.95892
4362,21.86459,61953.14818
4363,21.8696,121386.5398
4364,21.87461,68788.75635
4365,21.87962,62355.13959
4366,21.88462,59541.47053
4367,21.88963,57331.17373
4368,21.89464,62154.14227
4369,21.89965,64968.39809
4370,21.90465,65169.44055
4371,21.90966,63561.19118
4372,21.91467,68386.55853
4373,21.91968,63561.19118
4374,21.92468,68587.65583
4375,21.92969,63360.17452
4376,21.9347,62556.14013
4377,21.93971,61149.20406
4378,21.94471,67783.28601
4379,21.94972,65571.53514
4380,21.95473,71001.07504
4381,21.95973,60546.27981
4382,21.96474,88512.27129
4383,21.96975,85491.35454
4384,21.97476,64767.35886
4385,21.97976,58938.62364
4386,21.98477,70196.55034
4387,21.98978,63159.16109
4388,21.99479,61953.14818
4389,21.99979,59541.47053
4390,22.0048,57331.17373
4391,22.00981,61149.20406
4392,22.01482,61350.18525
4393,22.01982,61350.18525
4394,22.02483,59139.56938
4395,22.02984,65772.58727
4396,22.03485,57933.94328
4397,22.03985,130275.3474
4398,22.04486,128456.6705
4399,22.04987,65370.48623
4400,22.05488,60747.25134
4401,22.05988,116944.4936
4402,22.06489,77237.89271
4403,22.0699,125022.11
4404,22.07491,139979.4053
4405,22.07991,63963.23417
4406,22.08492,66576.82806
4407,22.08993,73012.61273
4408,22.09494,87706.62235
4409,22.09994,59742.42594
4410,22.10495,63561.19118
4411,22.10996,67381.12045
4412,22.11497,65169.44055
4413,22.11997,59943.38458
4414,22.12498,67381.12045
4415,22.12999,130679.5336
4416,22.135,73616.13698
4417,22.14,63762.21106
4418,22.14501,67381.12045
4419,22.15002,59541.47053
4420,22.15503,65973.64263
4421,22.16003,64164.26051
4422,22.16504,66978.9678
4423,22.17005,69995.42723
4424,22.17506,71805.65139
4425,22.18006,62355.13959
4426,22.18507,64164.26051
4427,22.19008,67984.37362
4428,22.19508,66576.82806
4429,22.20009,63561.19118
4430,22.2051,59943.38458
4431,22.21011,64566.32285
4432,22.21511,61149.20406
4433,22.22012,58536.74183
4434,22.22513,117348.251
4435,22.23014,76835.42374
4436,22.23514,123204.1934
4437,22.24015,64968.39809
4438,22.24516,61149.20406
4439,22.25017,57733.01687
4440,22.25517,64968.39809
4441,22.26018,69392.07727
4442,22.26519,63159.16109
4443,22.2702,62154.14227
4444,22.2752,67783.28601
4445,22.28021,69190.96707
4446,22.28522,58134.87291
4447,22.29023,61953.14818
4448,22.29523,59943.38458
4449,22.30024,68788.75635
4450,22.30525,55322.15131
4451,22.31026,65772.58727
4452,22.31526,64566.32285
4453,22.32027,57130.25699
4454,22.32528,67582.20162
4455,22.33029,65772.58727
4456,22.33529,58737.68112
4457,22.3403,56728.43317
4458,22.34531,61551.16967
4459,22.35032,65772.58727
4460,22.35532,61149.20406
4461,22.36033,57331.17373
4462,22.36534,214016.5727
4463,22.37035,60747.25134
4464,22.37535,62757.14389
4465,22.38036,59541.47053
4466,22.38537,57331.17373
4467,22.39038,67180.04251
4468,22.39538,121184.5945
4469,22.40039,68587.65583
4470,22.4054,62958.15087
4471,22.41041,64767.35886
4472,22.41541,63360.17452
4473,22.42042,65370.48623
4474,22.42543,62355.13959
4475,22.43044,61752.15732
4476,22.43544,68788.75635
4477,22.44045,70196.55034
4478,22.44546,61752.15732
4479,22.45046,65772.58727
4480,22.45547,70397.67668
4481,22.46048,61149.20406
4482,22.46549,117953.9116
4483,22.47049,65571.53514
4484,22.4755,61752.15732
4485,22.48051,64767.35886
4486,22.48552,64566.32285
4487,22.49052,65169.44055
4488,22.49553,61551.16967
4489,22.50054,58737.68112
4490,22.50555,61149.20406
4491,22.51055,69593.1907
4492,22.51556,133509.2009
4493,22.52057,64365.29006
4494,22.52558,68989.86009
4495,22.53058,66375.76302
4496,22.53559,63159.16109
4497,22.5406,58737.68112
4498,22.54561,92742.7773
4499,22.55061,67984.37362
4500,22.55562,72207.95892
4501,22.56063,66978.9678
4502,22.56564,59742.42594
4503,22.57064,63159.16109
4504,22.57565,73817.31818
4505,22.58066,68989.86009
4506,22.58567,60345.31151
4507,22.59067,60546.27981
4508,22.59568,66777.89632
4509,22.60069,60144.34643
4510,22.6057,110486.139
4511,22.6107,60546.27981
4512,22.61571,61551.16967
4513,22.62072,69392.07727
4514,22.62573,58737.68112
4515,22.63073,65370.48623
4516,22.63574,63360.17452
4517,22.64075,59340.51835
4518,22.64576,69190.96707
4519,22.65076,67783.28601
4520,22.65577,57933.94328
4521,22.66078,62355.13959
4522,22.66579,62556.14013
4523,22.67079,68185.46446
4524,22.6758,68185.46446
4525,22.68081,95362.37703
4526,22.68581,64767.35886
4527,22.69082,66576.82806
4528,22.69583,63762.21106
4529,22.70084,61551.16967
4530,22.70584,57532.09369
4531,22.71085,59742.42594
4532,22.71586,67381.12045
4533,22.72087,56728.43317
4534,22.72587,55723.93002
4535,22.73088,60948.22609
4536,22.73589,64365.29006
4537,22.7409,51907.55245
4538,22.7459,61149.20406
4539,22.75091,66174.70121
4540,22.75592,62355.13959
4541,22.76093,56326.62225
4542,22.76593,63762.21106
4543,22.77094,71403.35676
4544,22.77595,63762.21106
4545,22.78096,60345.31151
4546,22.78596,67783.28601
4547,22.79097,63360.17452
4548,22.79598,65973.64263
4549,22.80099,67180.04251
4550,22.80599,70196.55034
4551,22.811,65571.53514
4552,22.81601,58737.68112
4553,22.82102,126032.1774
4554,22.82602,64968.39809
4555,22.83103,58938.62364
4556,22.83604,64365.29006
4557,22.84105,63360.17452
4558,22.84605,121386.5398
4559,22.85106,70799.93903
4560,22.85607,63963.23417
4561,22.86108,58536.74183
4562,22.86608,54518.63254
4563,22.87109,51505.89612
4564,22.8761,69995.42723
4565,22.88111,60747.25134
4566,22.88611,66174.70121
4567,22.89112,67783.28601
4568,22.89613,65169.44055
4569,22.90114,57130.25699
4570,22.90614,67180.04251
4571,22.91115,70598.80624
4572,22.91616,67582.20162
4573,22.92117,59742.42594
4574,22.92617,65973.64263
4575,22.93118,58938.62364
4576,22.93619,63561.19118
4577,22.94119,70598.80624
4578,22.9462,64767.35886
4579,22.95121,59943.38458
4580,22.95622,67582.20162
4581,22.96122,60546.27981
4582,22.96623,59742.42594
4583,22.97124,62154.14227
4584,22.97625,66777.89632
4585,22.98125,58938.62364
4586,22.98626,57331.17373
4587,22.99127,60948.22609
4588,22.99628,64365.29006
4589,23.00128,65169.44055
4590,23.00629,62757.14389
4591,23.0113,63963.23417
4592,23.01631,62355.13959
4593,23.02131,63159.16109
4594,23.02632,61752.15732
4595,23.03133,116338.8817
4596,23.03634,65370.48623
4597,23.04134,65571.53514
4598,23.04635,59541.47053
4599,23.05136,59139.56938
4600,23.05637,55723.93002
4601,23.06137,74018.50262
4602,23.06638,61551.16967
4603,23.07139,76835.42374
4604,23.0764,58335.80576
4605,23.0814,63159.16109
4606,23.08641,63159.16109
4607,23.09142,59943.38458
4608,23.09643,54116.89249
4609,23.10143,59139.56938
4610,23.10644,74622.0753
4611,23.11145,72207.95892
4612,23.11646,59139.56938
4613,23.12146,60747.25134
4614,23.12647,61350.18525
4615,23.13148,67582.20162
4616,23.13649,57532.09369
4617,23.14149,62958.15087
4618,23.1465,92944.26556
4619,23.15151,68989.86009
4620,23.15652,70598.80624
4621,23.16152,117953.9116
4622,23.16653,120174.9168
