Number,Time,Si
10660,53.40696,58938.62364
10661,53.41197,62757.14389
10662,53.41697,54518.63254
10663,53.42198,56326.62225
10664,53.42699,62757.14389
10665,53.432,62757.14389
10666,53.437,68386.55853
10667,53.44201,54719.5074
10668,53.44702,59742.42594
10669,53.45203,53514.30656
10670,53.45703,53514.30656
10671,53.46204,55523.03905
10672,53.46705,51907.55245
10673,53.47206,55322.15131
10674,53.47706,102014.5873
10675,53.48207,63762.21106
10676,53.48708,62757.14389
10677,53.49209,52510.06109
10678,53.49709,64164.26051
10679,53.5021,55121.26679
10680,53.50711,58737.68112
10681,53.51211,63561.19118
10682,53.51712,51104.25268
10683,53.52213,62556.14013
10684,53.52714,108065.1122
10685,53.53214,57532.09369
10686,53.53715,62958.15087
10687,53.54216,63963.23417
10688,53.54717,54116.89249
10689,53.55217,54920.38548
10690,53.55718,61149.20406
10691,53.56219,50702.62211
10692,53.5672,84887.25848
10693,53.5722,72610.27937
10694,53.57721,113513.0791
10695,53.58222,57733.01687
10696,53.58723,59541.47053
10697,53.59223,59139.56938
10698,53.59724,52710.90374
10699,53.60225,66375.76302
10700,53.60726,57130.25699
10701,53.61226,55723.93002
10702,53.61727,54317.76091
10703,53.62228,60747.25134
10704,53.62729,59340.51835
10705,53.63229,59139.56938
10706,53.6373,62757.14389
10707,53.64231,60948.22609
10708,53.64732,62958.15087
10709,53.65232,63561.19118
10710,53.65733,65169.44055
10711,53.66234,62154.14227
10712,53.66735,57331.17373
10713,53.67235,59139.56938
10714,53.67736,61752.15732
10715,53.68237,56728.43317
10716,53.68738,59541.47053
10717,53.69238,58938.62364
10718,53.69739,63561.19118
10719,53.7024,59340.51835
10720,53.70741,57130.25699
10721,53.71241,51505.89612
10722,53.71742,53514.30656
10723,53.72243,56929.34347
10724,53.72744,53313.45102
10725,53.73244,59742.42594
10726,53.73745,59541.47053
10727,53.74246,58134.87291
10728,53.74746,57733.01687
10729,53.75247,59742.42594
10730,53.75748,57130.25699
10731,53.76249,57130.25699
10732,53.76749,58536.74183
10733,53.7725,57532.09369
10734,53.77751,58737.68112
10735,53.78252,59139.56938
10736,53.78752,58134.87291
10737,53.79253,53715.16531
10738,53.79754,58737.68112
10739,53.80255,58335.80576
10740,53.80755,56326.62225
10741,53.81256,55523.03905
10742,53.81757,64968.39809
10743,53.82258,58134.87291
10744,53.82758,61953.14818
10745,53.83259,58737.68112
10746,53.8376,59139.56938
10747,53.84261,118761.5044
10748,53.84761,60345.31151
10749,53.85262,54518.63254
10750,53.85763,54719.5074
10751,53.86264,64164.26051
10752,53.86764,64968.39809
10753,53.87265,60345.31151
10754,53.87766,58134.87291
10755,53.88267,60345.31151
10756,53.88767,59340.51835
10757,53.89268,53112.59871
10758,53.89769,61350.18525
10759,53.9027,59541.47053
10760,53.9077,60144.34643
10761,53.91271,61953.14818
10762,53.91772,66978.9678
10763,53.92273,62154.14227
10764,53.92773,57532.09369
10765,53.93274,61953.14818
10766,53.93775,56929.34347
10767,53.94276,63360.17452
10768,53.94776,64164.26051
10769,53.95277,60144.34643
10770,53.95778,59139.56938
10771,53.96279,58536.74183
10772,53.96779,48694.66242
10773,53.9728,57331.17373
10774,53.97781,64968.39809
10775,53.98282,56728.43317
10776,53.98782,53715.16531
10777,53.99283,55723.93002
10778,53.99784,57532.09369
10779,54.00284,54317.76091
10780,54.00785,114320.3864
10781,54.01286,63159.16109
10782,54.01787,56929.34347
10783,54.02287,58536.74183
10784,54.02788,56326.62225
10785,54.03289,58737.68112
10786,54.0379,113714.9011
10787,54.04336,61752.15732
10788,54.04837,54518.63254
10789,54.05338,60546.27981
10790,54.05839,58134.87291
10791,54.06339,58335.80576
10792,54.0684,59541.47053
10793,54.07341,113311.2604
10794,54.07842,58134.87291
10795,54.08342,54317.76091
10796,54.08843,55523.03905
10797,54.09344,66174.70121
10798,54.09845,54719.5074
10799,54.10345,56125.72162
10800,54.10846,55723.93002
10801,54.11347,59541.47053
10802,54.11848,56326.62225
10803,54.12348,66777.89632
10804,54.12849,59943.38458
10805,54.1335,57733.01687
10806,54.1385,51907.55245
10807,54.14351,63561.19118
10808,54.14852,60948.22609
10809,54.15353,79451.703
10810,54.15853,68386.55853
10811,54.16354,57331.17373
10812,54.16855,58335.80576
10813,54.17356,81867.21459
10814,54.17856,56125.72162
10815,54.18357,79049.16296
10816,54.18858,106653.0622
10817,54.19359,49899.3996
10818,54.19859,53514.30656
10819,54.2036,61551.16967
10820,54.20861,57130.25699
10821,54.21362,60546.27981
10822,54.21862,58335.80576
10823,54.22363,59541.47053
10824,54.22864,58134.87291
10825,54.23365,53313.45102
10826,54.23865,56929.34347
10827,54.24366,89519.40524
10828,54.24867,81867.21459
10829,54.25368,55924.82421
10830,54.25868,62154.14227
10831,54.26369,57532.09369
10832,54.2687,52108.38544
10833,54.27371,59943.38458
10834,54.27871,60144.34643
10835,54.28372,56527.5261
10836,54.28873,56527.5261
10837,54.29374,55924.82421
10838,54.29874,61752.15732
10839,54.30375,63159.16109
10840,54.30876,59541.47053
10841,54.31377,58134.87291
10842,54.31877,60747.25134
10843,54.32378,54719.5074
10844,54.32879,59340.51835
10845,54.3338,62958.15087
10846,54.3388,58737.68112
10847,54.34381,55523.03905
10848,54.34882,56527.5261
10849,54.35383,54116.89249
10850,54.35883,52510.06109
10851,54.36384,55523.03905
10852,54.36885,61953.14818
10853,54.37386,53715.16531
10854,54.37886,54317.76091
10855,54.38387,62757.14389
10856,54.38888,60546.27981
10857,54.39388,57130.25699
10858,54.39889,102014.5873
10859,54.4039,119367.2331
10860,54.40891,57532.09369
10861,54.41391,57733.01687
10862,54.41892,61953.14818
10863,54.42393,56527.5261
10864,54.42894,58536.74183
10865,54.43394,56527.5261
10866,54.43895,57532.09369
10867,54.44396,60546.27981
10868,54.44897,57733.01687
10869,54.45397,55924.82421
10870,54.45898,49497.80767
10871,54.46399,62556.14013
10872,54.469,58134.87291
10873,54.474,60747.25134
10874,54.47901,55322.15131
10875,54.48402,56125.72162
10876,54.48903,62556.14013
10877,54.49403,64566.32285
10878,54.49904,46486.27853
10879,54.50405,59742.42594
10880,54.50906,106451.3537
10881,54.51406,61350.18525
10882,54.51907,101812.9533
10883,54.52408,56326.62225
10884,54.52909,67180.04251
10885,54.53409,56527.5261
10886,54.5391,56125.72162
10887,54.54411,49698.60203
10888,54.54912,51104.25268
10889,54.55412,60144.34643
10890,54.55913,60546.27981
10891,54.56414,63963.23417
10892,54.56915,57130.25699
10893,54.57415,58335.80576
10894,54.57916,65370.48623
10895,54.58417,59742.42594
10896,54.58918,62757.14389
10897,54.59418,53916.02729
10898,54.59919,56326.62225
10899,54.6042,60747.25134
10900,54.60921,58134.87291
10901,54.61421,57130.25699
10902,54.61922,58938.62364
10903,54.62423,55322.15131
10904,54.62923,52309.22165
10905,54.63424,55322.15131
10906,54.63925,53313.45102
10907,54.64426,59541.47053
10908,54.64926,57331.17373
10909,54.65427,108266.8466
10910,54.65928,66576.82806
10911,54.66429,61350.18525
10912,54.66929,61953.14818
10913,54.6743,110082.6021
10914,54.67931,60345.31151
10915,54.68432,59742.42594
10916,54.68932,63360.17452
10917,54.69433,61551.16967
10918,54.69934,57130.25699
10919,54.70435,61551.16967
10920,54.70935,56326.62225
10921,54.71436,56929.34347
10922,54.71937,52510.06109
10923,54.72438,59139.56938
10924,54.72938,49297.01653
10925,54.73439,111293.2517
10926,54.7394,123810.1364
10927,54.74441,57532.09369
10928,54.74941,58938.62364
10929,54.75442,54920.38548
10930,54.75943,51104.25268
10931,54.76444,60948.22609
10932,54.76944,58938.62364
10933,54.77445,54317.76091
10934,54.77946,97377.82596
10935,54.78447,60546.27981
10936,54.78947,154549.5525
10937,54.79448,68386.55853
10938,54.79949,60345.31151
10939,54.8045,59541.47053
10940,54.8095,62757.14389
10941,54.81451,61953.14818
10942,54.81952,52510.06109
10943,54.82453,53514.30656
10944,54.82953,55322.15131
10945,54.83454,60948.22609
10946,54.83955,61551.16967
10947,54.84456,69190.96707
10948,54.84956,95765.44092
10949,54.85457,65571.53514
10950,54.85958,63762.21106
10951,54.86459,86699.63393
10952,54.86959,74622.0753
10953,54.8746,58335.80576
10954,54.87961,62355.13959
10955,54.88461,57130.25699
10956,54.88962,63159.16109
10957,54.89463,58938.62364
10958,54.89964,57532.09369
10959,54.90464,58737.68112
10960,54.90965,56125.72162
10961,54.91466,62958.15087
10962,54.91967,59139.56938
10963,54.92467,58335.80576
10964,54.92968,62757.14389
10965,54.93469,59139.56938
10966,54.9397,63561.19118
10967,54.9447,59742.42594
10968,54.94971,57532.09369
10969,54.95472,51907.55245
10970,54.95973,52710.90374
10971,54.96473,52309.22165
10972,54.96974,60948.22609
10973,54.97475,56326.62225
10974,54.97976,53916.02729
10975,54.98476,63963.23417
10976,54.98977,55723.93002
10977,54.99478,104636.1234
10978,54.99979,47490.04112
10979,55.00479,61350.18525
10980,55.0098,63963.23417
10981,55.01481,65169.44055
10982,55.01982,59742.42594
10983,55.02482,51706.72268
10984,55.02983,53112.59871
10985,55.03484,89922.28146
10986,55.03985,59139.56938
10987,55.04485,60144.34643
10988,55.04986,63159.16109
10989,55.05487,51907.55245
10990,55.05988,59340.51835
10991,55.06488,65571.53514
10992,55.06989,57331.17373
10993,55.0749,53715.16531
10994,55.07991,62958.15087
10995,55.08491,58938.62364
10996,55.08992,59943.38458
10997,55.09493,58536.74183
10998,55.09994,58938.62364
10999,55.10494,62958.15087
11000,55.10995,59541.47053
11001,55.11496,59742.42594
11002,55.11996,52911.74962
11003,55.12497,58134.87291
11004,55.12998,53715.16531
11005,55.13499,55723.93002
11006,55.13999,60345.31151
11007,55.145,51305.07279
11008,55.15001,57532.09369
11009,55.15502,58737.68112
11010,55.16002,54518.63254
11011,55.16503,57933.94328
11012,55.17004,61953.14818
11013,55.17505,52911.74962
11014,55.18005,51104.25268
11015,55.18506,57130.25699
11016,55.19007,61149.20406
11017,55.19508,60144.34643
11018,55.20008,56728.43317
11019,55.20509,59541.47053
11020,55.2101,109073.8167
11021,55.21511,63159.16109
11022,55.22011,53313.45102
11023,55.22512,55523.03905
11024,55.23013,55322.15131
11025,55.23514,57933.94328
11026,55.24014,55523.03905
11027,55.24515,54116.89249
11028,55.25016,61551.16967
11029,55.25517,57933.94328
11030,55.26017,58737.68112
11031,55.26518,60144.34643
11032,55.27019,59139.56938
11033,55.2752,61350.18525
11034,55.2802,55121.26679
11035,55.28521,55723.93002
11036,55.29022,60345.31151
11037,55.29523,59541.47053
11038,55.30023,60345.31151
11039,55.30524,61953.14818
11040,55.31025,47690.80329
11041,55.31526,60747.25134
11042,55.32026,64968.39809
11043,55.32527,58335.80576
11044,55.33028,58938.62364
11045,55.33529,59340.51835
11046,55.34029,59943.38458
11047,55.3453,106451.3537
11048,55.35031,53715.16531
11049,55.35532,56929.34347
11050,55.36032,56728.43317
11051,55.36533,64365.29006
11052,55.37034,56728.43317
11053,55.37534,49698.60203
11054,55.38035,55723.93002
11055,55.38536,63963.23417
11056,55.39037,50702.62211
11057,55.39537,59742.42594
11058,55.40038,53313.45102
11059,55.40539,62154.14227
11060,55.4104,57130.25699
11061,55.4154,60948.22609
11062,55.42041,53916.02729
11063,55.42542,56728.43317
11064,55.43043,51305.07279
11065,55.43543,57733.01687
11066,55.44044,62958.15087
11067,55.44545,54719.5074
11068,55.45046,52710.90374
11069,55.45546,63963.23417
11070,55.46047,59340.51835
11071,55.46548,56527.5261
11072,55.47049,63159.16109
11073,55.47549,63561.19118
11074,55.4805,56929.34347
11075,55.48551,65973.64263
11076,55.49052,50501.81165
11077,55.49552,59139.56938
11078,55.50053,60546.27981
11079,55.50554,62958.15087
11080,55.51055,58134.87291
11081,55.51555,59139.56938
11082,55.52056,56929.34347
11083,55.52557,64365.29006
11084,55.53058,58938.62364
11085,55.53558,111091.4687
11086,55.54059,60948.22609
11087,55.5456,52710.90374
11088,55.55061,56728.43317
11089,55.55561,57331.17373
11090,55.56062,56125.72162
11091,55.56563,55121.26679
11092,55.57064,60546.27981
11093,55.57564,57933.94328
11094,55.58065,59541.47053
11095,55.58566,62556.14013
11096,55.59067,54719.5074
11097,55.59567,56527.5261
11098,55.60068,52510.06109
11099,55.60569,59541.47053
11100,55.6107,61752.15732
11101,55.6157,54116.89249
11102,55.62071,58938.62364
11103,55.62572,57733.01687
11104,55.63072,98385.67183
11105,55.63573,67180.04251
11106,55.64074,56125.72162
11107,55.64575,59541.47053
11108,55.65075,69392.07727
11109,55.65576,105442.86
11110,55.66077,64767.35886
11111,55.66578,94354.77395
11112,55.67078,81867.21459
11113,55.67579,124012.1238
11114,55.6808,55322.15131
11115,55.68581,61551.16967
11116,55.69081,59340.51835
11117,55.69582,52911.74962
11118,55.70083,56125.72162
11119,55.70584,63561.19118
11120,55.71084,60948.22609
11121,55.71585,56125.72162
11122,55.72086,55723.93002
11123,55.72587,60345.31151
11124,55.73087,110889.6889
11125,55.73588,55924.82421
11126,55.74089,56728.43317
11127,55.7459,54719.5074
11128,55.7509,62355.13959
11129,55.75591,54920.38548
11130,55.76092,60345.31151
11131,55.76593,60345.31151
11132,55.77093,60546.27981
11133,55.77594,63963.23417
11134,55.78095,58134.87291
11135,55.78596,59340.51835
11136,55.79096,56929.34347
11137,55.79597,59742.42594
11138,55.80098,59943.38458
11139,55.80599,66978.9678
11140,55.81099,52510.06109
11141,55.816,64968.39809
11142,55.82101,56125.72162
11143,55.82602,61551.16967
11144,55.83102,58737.68112
11145,55.83603,60144.34643
11146,55.84104,53112.59871
11147,55.84605,57130.25699
11148,55.85105,65772.58727
11149,55.85606,112907.6327
11150,55.86107,58737.68112
11151,55.86607,51907.55245
11152,55.87108,97982.52377
11153,55.87609,58737.68112
11154,55.8811,56929.34347
11155,55.8861,60948.22609
11156,55.89111,57331.17373
11157,55.89612,50100.2004
11158,55.90113,59541.47053
11159,55.90613,58335.80576
11160,55.91114,55723.93002
11161,55.91615,60345.31151
11162,55.92116,66174.70121
11163,55.92616,60144.34643
11164,55.93117,63963.23417
11165,55.93618,54116.89249
11166,55.94119,61551.16967
11167,55.94619,57933.94328
11168,55.9512,56728.43317
11169,55.95621,53112.59871
11170,55.96122,57933.94328
11171,55.96622,55121.26679
11172,55.97123,52710.90374
11173,55.97624,57532.09369
11174,55.98125,104636.1234
11175,55.98625,65370.48623
11176,55.99126,53112.59871
11177,55.99627,54518.63254
11178,56.00128,60144.34643
11179,56.00628,61350.18525
11180,56.01129,52510.06109
11181,56.0163,59541.47053
11182,56.02131,60546.27981
11183,56.02631,56527.5261
11184,56.03132,55723.93002
11185,56.03633,60747.25134
11186,56.04134,60546.27981
11187,56.04634,56326.62225
11188,56.05135,61149.20406
11189,56.05636,58134.87291
11190,56.06137,57733.01687
11191,56.06637,60948.22609
11192,56.07138,61350.18525
11193,56.07639,59139.56938
11194,56.0814,60747.25134
11195,56.0864,114925.9009
11196,56.09141,60144.34643
11197,56.09642,52309.22165
11198,56.10143,56527.5261
11199,56.10643,60948.22609
11200,56.11144,56527.5261
11201,56.11645,56728.43317
11202,56.12145,54116.89249
11203,56.12646,52710.90374
11204,56.13147,59943.38458
11205,56.13648,54920.38548
11206,56.14148,60948.22609
11207,56.14649,62958.15087
11208,56.1515,58134.87291
11209,56.15651,57933.94328
11210,56.16151,56728.43317
11211,56.16652,55723.93002
11212,56.17153,58536.74183
11213,56.17654,58335.80576
11214,56.18154,59742.42594
11215,56.18655,108670.3252
11216,56.19156,60747.25134
11217,56.19657,57130.25699
11218,56.20157,53916.02729
11219,56.20658,57933.94328
11220,56.21159,64566.32285
11221,56.2166,60948.22609
11222,56.2216,59139.56938
11223,56.22661,56125.72162
11224,56.23162,58335.80576
11225,56.23663,49096.22861
11226,56.24163,55523.03905
11227,56.24664,59943.38458
11228,56.25165,56527.5261
11229,56.25666,56326.62225
11230,56.26166,58536.74183
11231,56.26667,112705.8237
11232,56.27168,57532.09369
11233,56.27669,55523.03905
11234,56.28169,58536.74183
11235,56.2867,57130.25699
11236,56.29171,59742.42594
11237,56.29672,52510.06109
11238,56.30172,57733.01687
11239,56.30673,59742.42594
11240,56.31174,59139.56938
11241,56.31675,62757.14389
11242,56.32175,58134.87291
11243,56.32676,63762.21106
11244,56.33177,54719.5074
11245,56.33678,61551.16967
11246,56.34178,59943.38458
11247,56.34679,56326.62225
11248,56.3518,55121.26679
11249,56.3568,53313.45102
11250,56.36181,54920.38548
11251,56.36682,54317.76091
11252,56.37183,56125.72162
11253,56.37683,64968.39809
11254,56.38184,53514.30656
11255,56.38685,54116.89249
11256,56.39186,55322.15131
11257,56.39686,68185.46446
11258,56.40187,67582.20162
11259,56.40688,53715.16531
11260,56.41189,63561.19118
11261,56.41689,59139.56938
11262,56.4219,58737.68112
11263,56.42691,59340.51835
11264,56.43192,60747.25134
11265,56.43692,62556.14013
11266,56.44193,53715.16531
11267,56.44694,66777.89632
11268,56.45195,60948.22609
11269,56.45695,62154.14227
11270,56.46196,65370.48623
11271,56.46697,59139.56938
11272,56.47198,64767.35886
11273,56.47698,55523.03905
11274,56.48199,60144.34643
11275,56.487,57130.25699
11276,56.49201,57733.01687
11277,56.49701,62757.14389
11278,56.50202,58737.68112
11279,56.50703,59742.42594
11280,56.51204,57130.25699
11281,56.51704,61752.15732
11282,56.52205,63561.19118
11283,56.52706,57933.94328
11284,56.53207,54719.5074
11285,56.53707,62154.14227
11286,56.54208,56527.5261
11287,56.54709,60948.22609
11288,56.5521,63963.23417
11289,56.5571,68788.75635
11290,56.56211,55924.82421
11291,56.56712,61551.16967
11292,56.57213,56326.62225
11293,56.57713,60345.31151
11294,56.58214,58536.74183
11295,56.58715,59742.42594
11296,56.59216,53514.30656
11297,56.59716,112705.8237
11298,56.60217,57331.17373
11299,56.60718,60345.31151
11300,56.61218,55523.03905
11301,56.61719,56929.34347
11302,56.6222,59541.47053
11303,56.62721,62556.14013
11304,56.63221,56929.34347
11305,56.63722,63561.19118
11306,56.64223,55121.26679
11307,56.64724,57130.25699
11308,56.65224,56728.43317
11309,56.65725,59541.47053
11310,56.66226,61350.18525
11311,56.66727,67582.20162
11312,56.67227,59139.56938
11313,56.67728,61350.18525
11314,56.68229,63360.17452
11315,56.6873,60345.31151
11316,56.6923,60948.22609
11317,56.69731,121588.4883
11318,56.70232,57532.09369
11319,56.70733,58737.68112
11320,56.71233,54719.5074
11321,56.71734,58134.87291
11322,56.72235,59943.38458
11323,56.72736,58737.68112
11324,56.73236,59139.56938
11325,56.73737,55723.93002
11326,56.74238,53514.30656
11327,56.74739,100603.2177
11328,56.75239,59742.42594
11329,56.7574,106047.9465
11330,56.76241,54920.38548
11331,56.76742,55121.26679
11332,56.77242,53313.45102
11333,56.77743,55121.26679
11334,56.78244,55523.03905
11335,56.78745,59742.42594
11336,56.79245,117348.251
11337,56.79746,64968.39809
11338,56.80247,59340.51835
11339,56.80748,63360.17452
11340,56.81248,67180.04251
11341,56.81749,55322.15131
11342,56.8225,58938.62364
11343,56.82751,61551.16967
11344,56.83251,53715.16531
11345,56.83752,63360.17452
11346,56.84253,65973.64263
11347,56.84753,62355.13959
11348,56.85254,57933.94328
11349,56.85755,59541.47053
11350,56.86256,58335.80576
11351,56.86756,55723.93002
11352,56.87257,55924.82421
11353,56.87758,60948.22609
11354,56.88259,53916.02729
11355,56.88759,59943.38458
11356,56.8926,57933.94328
11357,56.89761,114320.3864
11358,56.90262,53715.16531
11359,56.90762,60747.25134
11360,56.91263,52108.38544
11361,56.91764,57733.01687
11362,56.92265,51706.72268
11363,56.92765,60948.22609
11364,56.93266,54116.89249
11365,56.93767,47891.56868
11366,56.94268,58938.62364
11367,56.94768,51104.25268
11368,56.95269,49297.01653
11369,56.9577,48293.10911
11370,56.96271,62757.14389
11371,56.96771,82873.81509
11372,56.97272,53916.02729
11373,56.97773,62154.14227
11374,56.98274,60948.22609
11375,56.98774,57532.09369
11376,56.99275,84887.25848
11377,56.99776,68587.65583
11378,57.00277,57933.94328
11379,57.00777,56728.43317
11380,57.01278,55523.03905
11381,57.01779,57130.25699
11382,57.0228,54518.63254
11383,57.0278,54518.63254
11384,57.03281,53715.16531
11385,57.03782,61350.18525
11386,57.04337,60546.27981
11387,57.04837,60345.31151
11388,57.05338,53514.30656
11389,57.05839,118963.4107
11390,57.0634,55322.15131
11391,57.0684,58536.74183
11392,57.07341,64767.35886
11393,57.07842,76634.1941
11394,57.08343,63762.21106
11395,57.08843,59340.51835
11396,57.09344,57933.94328
11397,57.09845,61350.18525
11398,57.10346,110082.6021
11399,57.10846,59742.42594
11400,57.11347,64164.26051
11401,57.11848,60948.22609
11402,57.12349,58938.62364
11403,57.12849,54920.38548
11404,57.1335,59340.51835
11405,57.13851,58536.74183
11406,57.14352,48293.10911
11407,57.14852,56929.34347
11408,57.15353,66978.9678
11409,57.15854,108670.3252
11410,57.16355,57733.01687
11411,57.16855,62355.13959
11412,57.17356,56728.43317
11413,57.17857,59139.56938
11414,57.18357,58938.62364
11415,57.18858,58536.74183
11416,57.19359,58134.87291
11417,57.1986,63963.23417
11418,57.2036,64164.26051
11419,57.20861,56728.43317
11420,57.21362,59541.47053
11421,57.21863,57733.01687
11422,57.22363,55924.82421
11423,57.22864,55322.15131
11424,57.23365,58737.68112
11425,57.23866,61551.16967
11426,57.24366,53112.59871
11427,57.24867,57331.17373
11428,57.25368,61350.18525
11429,57.25869,62556.14013
11430,57.26369,60345.31151
11431,57.2687,65973.64263
11432,57.27371,54317.76091
11433,57.27872,57933.94328
11434,57.28372,55322.15131
11435,57.28873,59742.42594
11436,57.29374,60546.27981
11437,57.29875,62757.14389
11438,57.30375,53313.45102
11439,57.30876,63360.17452
11440,57.31377,58737.68112
11441,57.31878,53715.16531
11442,57.32378,57130.25699
11443,57.32879,58536.74183
11444,57.3338,52911.74962
11445,57.33881,84081.84234
11446,57.34381,75426.88407
11447,57.34882,62556.14013
11448,57.35383,84081.84234
11449,57.35884,74622.0753
11450,57.36384,65973.64263
11451,57.36885,67381.12045
11452,57.37386,58134.87291
11453,57.37887,53112.59871
11454,57.38387,105644.5523
11455,57.38888,55924.82421
11456,57.39389,53514.30656
11457,57.3989,64767.35886
11458,57.4039,58134.87291
11459,57.40891,56728.43317
11460,57.41392,54719.5074
11461,57.41893,63561.19118
11462,57.42393,59541.47053
11463,57.42894,59139.56938
11464,57.43395,56527.5261
11465,57.43895,62154.14227
11466,57.44396,59541.47053
11467,57.44897,59340.51835
11468,57.45398,56125.72162
11469,57.45898,52510.06109
11470,57.46399,121588.4883
11471,57.469,55723.93002
11472,57.47401,58536.74183
11473,57.47901,55322.15131
11474,57.48402,64164.26051
11475,57.48903,51305.07279
11476,57.49404,46084.79602
11477,57.49904,53514.30656
11478,57.50405,65772.58727
11479,57.50906,56527.5261
11480,57.51407,54719.5074
11481,57.51907,53313.45102
11482,57.52408,62355.13959
11483,57.52909,56527.5261
11484,57.5341,59340.51835
11485,57.5391,54719.5074
11486,57.54411,63762.21106
11487,57.54912,53916.02729
11488,57.55413,56728.43317
11489,57.55913,59139.56938
11490,57.56414,57733.01687
11491,57.56915,54920.38548
11492,57.57416,59340.51835
11493,57.57916,60345.31151
11494,57.58417,58335.80576
11495,57.58918,60144.34643
11496,57.59419,51907.55245
11497,57.59919,50501.81165
11498,57.6042,68788.75635
11499,57.60921,107863.3811
11500,57.61422,52510.06109
11501,57.61922,53916.02729
11502,57.62423,55723.93002
11503,57.62924,52309.22165
11504,57.63425,60546.27981
11505,57.63925,53715.16531
11506,57.64426,48694.66242
11507,57.64927,59541.47053
11508,57.65428,63159.16109
11509,57.65928,57130.25699
11510,57.66429,64566.32285
11511,57.6693,62757.14389
11512,57.67431,57733.01687
11513,57.67931,58335.80576
11514,57.68432,66777.89632
11515,57.68933,58536.74183
11516,57.69433,50501.81165
11517,57.69934,56929.34347
11518,57.70435,57532.09369
11519,57.70936,56326.62225
11520,57.71436,53916.02729
11521,57.71937,60345.31151
11522,57.72438,57733.01687
11523,57.72939,53715.16531
11524,57.73439,52309.22165
11525,57.7394,62958.15087
11526,57.74441,110687.9123
11527,57.74942,54116.89249
11528,57.75442,54317.76091
11529,57.75943,59139.56938
11530,57.76444,55322.15131
11531,57.76945,54518.63254
11532,57.77445,65772.58727
11533,57.77946,64164.26051
11534,57.78447,58335.80576
11535,57.78948,56728.43317
11536,57.79448,55924.82421
11537,57.79949,91533.91572
11538,57.8045,79049.16296
11539,57.80951,56326.62225
11540,57.81451,52911.74962
11541,57.81952,58134.87291
11542,57.82453,61551.16967
11543,57.82954,54317.76091
11544,57.83454,50903.43578
11545,57.83955,64767.35886
11546,57.84456,60345.31151
11547,57.84957,62958.15087
11548,57.85457,51706.72268
11549,57.85958,60747.25134
11550,57.86459,53514.30656
11551,57.8696,62355.13959
11552,57.8746,56125.72162
11553,57.87961,68788.75635
11554,57.88462,59139.56938
11555,57.88963,56326.62225
11556,57.89463,59139.56938
11557,57.89964,54719.5074
11558,57.90465,64365.29006
11559,57.90966,57733.01687
11560,57.91466,60948.22609
11561,57.91967,63963.23417
11562,57.92468,58134.87291
11563,57.92968,123406.1711
11564,57.93469,58335.80576
11565,57.9397,63963.23417
11566,57.94471,58335.80576
11567,57.94971,56728.43317
11568,57.95472,62958.15087
11569,57.95973,112907.6327
11570,57.96474,112705.8237
11571,57.96974,59943.38458
11572,57.97475,55121.26679
11573,57.97976,57933.94328
11574,57.98477,50501.81165
11575,57.98977,54518.63254
11576,57.99478,62355.13959
11577,57.99979,55723.93002
11578,58.0048,58134.87291
11579,58.0098,63762.21106
11580,58.01481,64365.29006
11581,58.01982,60546.27981
11582,58.02483,59139.56938
11583,58.02983,60546.27981
11584,58.03484,63762.21106
11585,58.03985,62958.15087
11586,58.04486,57130.25699
11587,58.04986,115531.4446
11588,58.05487,95563.90736
11589,58.05988,59943.38458
11590,58.06489,56929.34347
11591,58.06989,134924.2735
11592,58.0749,73414.959
11593,58.07991,90728.07271
11594,58.08492,64164.26051
11595,58.08992,58335.80576
11596,58.09493,53715.16531
11597,58.09994,52911.74962
11598,58.10495,55523.03905
11599,58.10995,58737.68112
11600,58.11496,68788.75635
11601,58.11997,54719.5074
11602,58.12498,57130.25699
11603,58.12998,61953.14818
11604,58.13499,58335.80576
11605,58.14,55723.93002
11606,58.14501,55924.82421
11607,58.15001,84081.84234
11608,58.15502,68989.86009
11609,58.16003,59742.42594
11610,58.16504,61350.18525
11611,58.17004,54317.76091
11612,58.17505,60948.22609
11613,58.18006,57532.09369
11614,58.18506,65370.48623
11615,58.19007,86699.63393
11616,58.19508,60546.27981
11617,58.20009,65370.48623
11618,58.20509,55121.26679
11619,58.2101,57532.09369
11620,58.21511,60747.25134
11621,58.22012,64365.29006
11622,58.22512,51305.07279
11623,58.23013,60345.31151
11624,58.23514,60144.34643
11625,58.24015,56527.5261
11626,58.24515,82672.48852
11627,58.25016,63762.21106
11628,58.25517,55322.15131
11629,58.26018,57933.94328
11630,58.26518,60144.34643
11631,58.27019,57331.17373
11632,58.2752,100199.9984
11633,58.28021,63159.16109
11634,58.28521,56125.72162
11635,58.29022,60546.27981
11636,58.29523,59340.51835
11637,58.30024,99998.3936
11638,58.30524,78646.63585
11639,58.31025,54518.63254
11640,58.31526,59541.47053
11641,58.32027,52108.38544
11642,58.32527,62355.13959
11643,58.33028,63360.17452
11644,58.33529,49297.01653
11645,58.3403,59340.51835
11646,58.3453,68185.46446
11647,58.35031,63963.23417
11648,58.35532,64365.29006
11649,58.36033,55322.15131
11650,58.36533,55723.93002
11651,58.37034,52510.06109
11652,58.37535,56929.34347
11653,58.38036,109275.5673
11654,58.38536,59541.47053
11655,58.39037,56125.72162
11656,58.39538,57532.09369
11657,58.40039,54317.76091
11658,58.40539,58536.74183
11659,58.4104,55924.82421
