Number,Time 197Au,197Au
5202,26.051,0
5203,26.056,200.0016
5204,26.061,0
5205,26.066,400.0064001
5206,26.071,0
5207,26.076,0
5208,26.081,0
5209,26.086,0
5210,26.091,0
5211,26.096,0
5212,26.101,0
5213,26.106,0
5214,26.111,0
5215,26.116,0
5216,26.121,0
5217,26.126,0
5218,26.131,0
5219,26.136,0
5220,26.141,0
5221,26.146,0
5222,26.151,0
5223,26.156,0
5224,26.161,0
5225,26.166,0
5226,26.171,0
5227,26.176,200.0016
5228,26.181,0
5229,26.186,0
5230,26.192,0
5231,26.197,0
5232,26.202,0
5233,26.207,0
5234,26.212,0
5235,26.217,0
5236,26.222,0
5237,26.227,0
5238,26.232,36252.49361
5239,26.237,0
5240,26.242,0
5241,26.247,0
5242,26.252,0
5243,26.257,0
5244,26.262,0
5245,26.267,0
5246,26.272,0
5247,26.277,0
5248,26.282,0
5249,26.287,0
5250,26.292,200.0016
5251,26.297,0
5252,26.302,0
5253,26.307,0
5254,26.312,0
5255,26.317,400.0064001
5256,26.322,200.0016
5257,26.327,0
5258,26.332,0
5259,26.337,0
5260,26.342,200.0016
5261,26.347,0
5262,26.352,0
5263,26.357,0
5264,26.362,0
5265,26.367,0
5266,26.372,200.0016
5267,26.377,0
5268,26.382,0
5269,26.387,0
5270,26.392,0
5271,26.397,0
5272,26.402,0
5273,26.407,0
5274,26.412,200.0016
5275,26.417,0
5276,26.422,0
5277,26.427,0
5278,26.432,0
5279,26.437,0
5280,26.442,200.0016
5281,26.447,0
5282,26.452,0
5283,26.457,0
5284,26.462,0
5285,26.467,0
5286,26.472,200.0016
5287,26.477,0
5288,26.482,0
5289,26.487,0
5290,26.492,0
5291,26.497,0
5292,26.502,200.0016
5293,26.507,200.0016
5294,26.512,0
5295,26.517,0
5296,26.522,0
5297,26.527,0
5298,26.532,0
5299,26.537,0
5300,26.542,200.0016
5301,26.547,400.0064001
5302,26.552,0
5303,26.557,0
5304,26.562,0
5305,26.567,200.0016
5306,26.572,0
5307,26.577,0
5308,26.582,200.0016
5309,26.587,0
5310,26.592,0
5311,26.597,0
5312,26.602,0
5313,26.607,0
5314,26.612,0
5315,26.617,0
5316,26.622,0
5317,26.627,0
5318,26.632,0
5319,26.637,0
5320,26.642,0
5321,26.647,200.0016
5322,26.652,0
5323,26.657,0
5324,26.662,0
5325,26.667,0
5326,26.672,0
5327,26.677,0
5328,26.682,0
5329,26.687,0
5330,26.692,200.0016
5331,26.697,0
5332,26.702,200.0016
5333,26.707,0
5334,26.712,0
5335,26.717,0
5336,26.722,0
5337,26.727,0
5338,26.732,0
5339,26.737,0
5340,26.742,0
5341,26.747,0
5342,26.752,200.0016
5343,26.757,0
5344,26.762,0
5345,26.767,200.0016
5346,26.772,200.0016
5347,26.777,0
5348,26.782,0
5349,26.787,0
5350,26.792,0
5351,26.797,0
5352,26.802,0
5353,26.807,0
5354,26.812,35450.19748
5355,26.817,0
5356,26.822,0
5357,26.827,0
5358,26.832,200.0016
5359,26.837,200.0016
5360,26.842,200.0016
5361,26.847,200.0016
5362,26.852,0
5363,26.858,0
5364,26.862,200.0016
5365,26.868,0
5366,26.873,0
5367,26.878,0
5368,26.883,0
5369,26.888,0
5370,26.893,0
5371,26.898,0
5372,26.903,200.0016
5373,26.908,0
5374,26.913,0
5375,26.918,200.0016
5376,26.923,0
5377,26.928,0
5378,26.933,0
5379,26.938,0
5380,26.943,0
5381,26.948,200.0016
5382,26.953,0
5383,26.958,0
5384,26.963,0
5385,26.968,0
5386,26.973,0
5387,26.978,0
5388,26.983,0
5389,26.988,200.0016
5390,26.993,0
5391,26.998,0
5392,27.003,0
5393,27.008,0
5394,27.013,0
5395,27.018,200.0016
5396,27.023,0
5397,27.028,200.0016
5398,27.033,200.0016
5399,27.038,0
5400,27.043,0
5401,27.048,0
5402,27.053,0
5403,27.058,0
5404,27.063,0
5405,27.068,200.0016
5406,27.073,0
5407,27.078,0
5408,27.083,0
5409,27.088,0
5410,27.093,0
5411,27.098,0
5412,27.103,200.0016
5413,27.108,0
5414,27.113,0
5415,27.118,0
5416,27.123,0
5417,27.128,0
5418,27.133,200.0016
5419,27.138,0
5420,27.143,0
5421,27.148,0
5422,27.153,200.0016
5423,27.158,0
5424,27.163,0
5425,27.168,0
5426,27.173,0
5427,27.178,0
5428,27.183,0
5429,27.188,0
5430,27.193,0
5431,27.198,0
5432,27.203,0
5433,27.208,0
5434,27.213,0
5435,27.218,0
5436,27.223,0
5437,27.228,0
5438,27.233,0
5439,27.238,0
5440,27.243,0
5441,27.248,0
5442,27.253,0
5443,27.258,0
5444,27.263,0
5445,27.268,0
5446,27.273,0
5447,27.278,0
5448,27.283,0
5449,27.288,0
5450,27.293,0
5451,27.298,0
5452,27.303,0
5453,27.308,0
5454,27.313,0
5455,27.318,54719.5074
5456,27.323,0
5457,27.328,0
5458,27.333,0
5459,27.338,0
5460,27.343,0
5461,27.348,0
5462,27.353,0
5463,27.358,0
5464,27.363,0
5465,27.368,0
5466,27.373,0
5467,27.378,0
5468,27.383,0
5469,27.388,0
5470,27.393,0
5471,27.398,0
5472,27.403,0
5473,27.408,0
5474,27.413,0
5475,27.418,200.0016
5476,27.423,0
5477,27.428,0
5478,27.433,0
5479,27.438,200.0016
5480,27.443,0
5481,27.448,0
5482,27.453,0
5483,27.458,0
5484,27.463,0
5485,27.468,0
5486,27.473,400.0064001
5487,27.478,0
5488,27.483,0
5489,27.488,200.0016
5490,27.493,0
5491,27.498,0
5492,27.503,0
5493,27.508,0
5494,27.513,0
5495,27.518,0
5496,27.523,0
5497,27.528,200.0016
5498,27.534,0
5499,27.539,0
5500,27.544,0
5501,27.549,0
5502,27.554,0
5503,27.559,0
5504,27.564,0
5505,27.569,200.0016
5506,27.574,0
5507,27.579,0
5508,27.584,0
5509,27.589,0
5510,27.594,0
5511,27.599,0
5512,27.604,0
5513,27.609,0
5514,27.614,0
5515,27.619,0
5516,27.624,200.0016
5517,27.629,0
5518,27.634,0
5519,27.639,0
5520,27.644,0
5521,27.649,0
5522,27.654,0
5523,27.659,200.0016
5524,27.664,0
5525,27.669,0
5526,27.674,0
5527,27.679,0
5528,27.684,0
5529,27.689,0
5530,27.694,0
5531,27.699,0
5532,27.704,0
5533,27.709,0
5534,27.714,0
5535,27.719,0
5536,27.724,0
5537,27.729,0
5538,27.734,0
5539,27.739,0
5540,27.744,0
5541,27.749,0
5542,27.754,0
5543,27.759,0
5544,27.764,0
5545,27.769,0
5546,27.774,0
5547,27.779,200.0016
5548,27.784,0
5549,27.789,0
5550,27.794,0
5551,27.799,0
5552,27.804,200.0016
5553,27.809,200.0016
5554,27.814,39060.93506
5555,27.819,0
5556,27.824,0
5557,27.829,0
5558,27.834,0
5559,27.839,0
5560,27.844,0
5561,27.849,0
5562,27.854,0
5563,27.859,0
5564,27.864,0
5565,27.869,200.0016
5566,27.874,0
5567,27.879,0
5568,27.884,200.0016
5569,27.889,0
5570,27.894,0
5571,27.899,0
5572,27.904,0
5573,27.909,0
5574,27.914,0
5575,27.919,0
5576,27.924,0
5577,27.929,0
5578,27.934,0
5579,27.939,0
5580,27.944,200.0016
5581,27.949,200.0016
5582,27.954,0
5583,27.959,0
5584,27.964,0
5585,27.969,0
5586,27.974,0
5587,27.979,0
5588,27.984,0
5589,27.989,200.0016
5590,27.994,200.0016
5591,27.999,54518.63254
5592,28.004,0
5593,28.009,0
5594,28.014,0
5595,28.019,0
5596,28.024,0
5597,28.029,200.0016
5598,28.034,0
5599,28.039,0
5600,28.044,0
5601,28.049,0
5602,28.054,0
5603,28.059,0
5604,28.064,0
5605,28.069,0
5606,28.074,0
5607,28.079,0
5608,28.084,0
5609,28.089,0
5610,28.094,200.0016
5611,28.099,0
5612,28.104,0
5613,28.109,0
5614,28.114,0
5615,28.119,0
5616,28.124,0
5617,28.129,200.0016
5618,28.134,0
5619,28.139,200.0016
5620,28.144,0
5621,28.149,0
5622,28.154,0
5623,28.159,0
5624,28.164,200.0016
5625,28.169,0
5626,28.174,0
5627,28.179,0
5628,28.184,0
5629,28.189,0
5630,28.194,0
5631,28.199,0
5632,28.204,0
5633,28.21,0
5634,28.215,0
5635,28.22,0
5636,28.225,200.0016
5637,28.23,0
5638,28.235,0
5639,28.24,200.0016
5640,28.245,200.0016
5641,28.25,0
5642,28.255,400.0064001
5643,28.26,0
5644,28.265,200.0016
5645,28.27,0
5646,28.275,0
5647,28.28,34246.84969
5648,28.285,0
5649,28.29,0
5650,28.295,0
5651,28.3,0
5652,28.305,0
5653,28.31,0
5654,28.315,0
5655,28.32,0
5656,28.325,0
5657,28.33,0
5658,28.335,0
5659,28.34,0
5660,28.345,0
5661,28.35,0
5662,28.355,0
5663,28.36,0
5664,28.365,0
5665,28.37,0
5666,28.375,0
5667,28.38,0
5668,28.385,0
5669,28.39,0
5670,28.395,0
5671,28.4,0
5672,28.405,0
5673,28.41,0
5674,28.415,400.0064001
5675,28.42,200.0016
5676,28.425,0
5677,28.43,200.0016
5678,28.435,0
5679,28.44,0
5680,28.445,200.0016
5681,28.45,0
5682,28.455,200.0016
5683,28.46,200.0016
5684,28.465,0
5685,28.47,0
5686,28.475,0
5687,28.48,0
5688,28.485,200.0016
5689,28.49,0
5690,28.495,0
5691,28.5,0
5692,28.505,0
5693,28.51,0
5694,28.515,200.0016
5695,28.52,0
5696,28.525,0
5697,28.53,0
5698,28.535,200.0016
5699,28.54,0
5700,28.545,0
5701,28.55,0
5702,28.555,0
5703,28.56,200.0016
5704,28.565,0
5705,28.57,0
5706,28.575,0
5707,28.58,0
5708,28.585,0
5709,28.59,0
5710,28.595,0
5711,28.6,0
5712,28.605,0
5713,28.61,200.0016
5714,28.615,0
5715,28.62,0
5716,28.625,0
5717,28.63,0
5718,28.635,0
5719,28.64,0
5720,28.645,0
5721,28.65,200.0016
5722,28.655,86901.02515
5723,28.66,0
5724,28.665,0
5725,28.67,0
5726,28.675,0
5727,28.68,0
5728,28.685,0
5729,28.69,0
5730,28.695,0
5731,28.7,0
5732,28.705,0
5733,28.71,0
5734,28.715,0
5735,28.72,0
5736,28.725,200.0016
5737,28.73,200.0016
5738,28.735,0
5739,28.74,0
5740,28.745,0
5741,28.75,200.0016
5742,28.755,0
5743,28.76,200.0016
5744,28.765,0
5745,28.77,0
5746,28.775,0
5747,28.78,0
5748,28.785,0
5749,28.79,0
5750,28.795,0
5751,28.8,0
5752,28.805,0
5753,28.81,0
5754,28.815,0
5755,28.82,0
5756,28.825,0
5757,28.83,200.0016
5758,28.835,0
5759,28.84,0
5760,28.845,0
5761,28.85,200.0016
5762,28.855,0
5763,28.86,0
5764,28.865,0
5765,28.87,0
5766,28.876,0
5767,28.881,200.0016
5768,28.886,0
5769,28.891,0
5770,28.896,0
5771,28.901,0
5772,28.906,0
5773,28.911,0
5774,28.916,0
5775,28.921,0
5776,28.926,200.0016
5777,28.931,0
5778,28.936,0
5779,28.941,0
5780,28.946,200.0016
5781,28.951,200.0016
5782,28.956,0
5783,28.961,0
5784,28.966,200.0016
5785,28.971,0
5786,28.976,0
5787,28.981,200.0016
5788,28.986,0
5789,28.991,0
5790,28.996,0
5791,29.001,200.0016
5792,29.006,0
5793,29.011,0
5794,29.016,0
5795,29.021,200.0016
5796,29.026,200.0016
5797,29.031,0
5798,29.036,0
5799,29.041,0
5800,29.046,200.0016
5801,29.051,0
5802,29.056,200.0016
5803,29.061,0
5804,29.066,0
5805,29.071,0
5806,29.076,0
5807,29.081,0
5808,29.086,0
5809,29.091,0
5810,29.096,0
5811,29.101,0
5812,29.106,0
5813,29.111,0
5814,29.116,200.0016
5815,29.121,0
5816,29.126,0
5817,29.131,0
5818,29.136,0
5819,29.141,0
5820,29.146,0
5821,29.151,200.0016
5822,29.156,0
5823,29.161,0
5824,29.166,0
5825,29.171,200.0016
5826,29.176,200.0016
5827,29.181,0
5828,29.186,0
5829,29.191,0
5830,29.196,0
5831,29.201,0
5832,29.206,0
5833,29.211,0
5834,29.216,0
5835,29.221,0
5836,29.226,0
5837,29.231,0
5838,29.236,200.0016
5839,29.241,0
5840,29.246,0
5841,29.251,0
5842,29.256,200.0016
5843,29.261,400.0064001
5844,29.266,0
5845,29.271,0
5846,29.276,200.0016
5847,29.281,0
5848,29.286,0
5849,29.291,0
5850,29.296,0
5851,29.301,0
5852,29.306,0
5853,29.311,0
5854,29.316,0
5855,29.321,0
5856,29.326,200.0016
5857,29.331,0
5858,29.336,200.0016
5859,29.341,0
5860,29.346,0
5861,29.351,0
5862,29.356,200.0016
5863,29.361,0
5864,29.366,0
5865,29.371,0
5866,29.376,0
5867,29.381,0
5868,29.386,0
5869,29.391,0
5870,29.396,0
5871,29.401,0
5872,29.406,200.0016
5873,29.411,200.0016
5874,29.416,0
5875,29.421,0
5876,29.426,0
5877,29.431,0
5878,29.436,0
5879,29.441,0
5880,29.446,0
5881,29.451,0
5882,29.456,0
5883,29.461,0
5884,29.466,0
5885,29.471,0
5886,29.476,0
5887,29.481,0
5888,29.486,0
5889,29.491,0
5890,29.496,0
5891,29.501,0
5892,29.506,200.0016
5893,29.511,0
5894,29.516,0
5895,29.521,0
5896,29.526,0
5897,29.531,0
5898,29.536,35249.63148
5899,29.541,400.0064001
5900,29.546,0
5901,29.552,42873.39926
5902,29.557,0
5903,29.562,200.0016
5904,29.567,0
5905,29.572,0
5906,29.577,2200.193617
5907,29.582,63360.17452
5908,29.587,0
5909,29.592,0
5910,29.597,0
5911,29.602,0
5912,29.607,0
5913,29.612,200.0016
5914,29.617,200.0016
5915,29.622,200.0016
5916,29.627,0
5917,29.632,200.0016
5918,29.637,0
5919,29.642,0
5920,29.647,200.0016
5921,29.652,0
5922,29.657,0
5923,29.662,0
5924,29.667,0
5925,29.672,0
5926,29.677,200.0016
5927,29.682,0
5928,29.687,0
5929,29.692,0
5930,29.697,0
5931,29.702,0
5932,29.707,0
5933,29.712,0
5934,29.717,0
5935,29.722,0
5936,29.727,0
5937,29.732,200.0016
5938,29.737,0
5939,29.742,0
5940,29.747,0
5941,29.752,0
5942,29.757,0
5943,29.762,0
5944,29.767,0
5945,29.772,0
5946,29.777,0
5947,29.782,0
5948,29.787,0
5949,29.792,0
5950,29.797,0
5951,29.802,0
5952,29.807,0
5953,29.812,0
5954,29.817,0
5955,29.822,0
5956,29.827,0
5957,29.832,0
5958,29.837,0
5959,29.842,0
5960,29.847,0
5961,29.852,0
5962,29.857,0
5963,29.862,0
5964,29.867,0
5965,29.872,200.0016
5966,29.877,0
5967,29.882,0
5968,29.887,0
5969,29.892,0
5970,29.897,0
5971,29.902,0
5972,29.907,0
5973,29.912,200.0016
5974,29.917,200.0016
5975,29.922,13807.62181
5976,29.927,72811.44443
5977,29.932,0
5978,29.937,0
5979,29.942,0
5980,29.947,0
5981,29.952,0
5982,29.957,0
5983,29.962,0
5984,29.967,0
5985,29.972,0
5986,29.977,0
5987,29.982,0
5988,29.987,0
5989,29.992,0
5990,29.997,0
5991,30.002,0
5992,30.007,600.0144003
5993,30.012,0
5994,30.017,37656.63558
5995,30.022,0
5996,30.027,0
5997,30.032,0
5998,30.037,0
5999,30.042,0
6000,30.047,0
6001,30.052,200.0016
6002,30.057,0
6003,30.062,0
6004,30.067,0
6005,30.072,0
6006,30.077,0
6007,30.082,0
6008,30.087,0
6009,30.092,0
6010,30.097,0
6011,30.102,0
6012,30.107,0
6013,30.112,0
6014,30.117,0
6015,30.122,39662.82592
6016,30.127,0
6017,30.132,0
6018,30.137,0
6019,30.142,0
6020,30.147,0
6021,30.152,0
6022,30.157,0
6023,30.162,400.0064001
6024,30.167,0
6025,30.172,0
6026,30.177,0
6027,30.182,0
6028,30.187,0
6029,30.192,0
6030,30.197,0
6031,30.202,200.0016
6032,30.207,0
6033,30.212,0
6034,30.218,0
6035,30.223,0
6036,30.228,200.0016
6037,30.233,400.0064001
6038,30.238,0
6039,30.243,0
6040,30.248,0
6041,30.253,0
6042,30.258,0
6043,30.263,0
6044,30.268,0
6045,30.273,0
6046,30.278,400.0064001
6047,30.283,0
6048,30.288,0
6049,30.293,0
6050,30.298,0
6051,30.303,0
6052,30.308,0
6053,30.313,0
6054,30.318,0
6055,30.323,0
6056,30.328,200.0016
6057,30.333,0
6058,30.338,0
6059,30.343,200.0016
6060,30.348,0
6061,30.353,0
6062,30.358,0
6063,30.363,0
6064,30.368,0
6065,30.373,200.0016
6066,30.378,0
6067,30.383,0
6068,30.388,200.0016
6069,30.393,0
6070,30.398,0
6071,30.403,0
6072,30.408,200.0016
6073,30.413,200.0016
6074,30.418,0
6075,30.423,0
6076,30.428,400.0064001
6077,30.433,0
6078,30.438,0
6079,30.443,0
6080,30.448,0
6081,30.453,0
6082,30.458,0
6083,30.463,0
6084,30.468,0
6085,30.473,0
6086,30.478,0
6087,30.483,200.0016
6088,30.488,0
6089,30.493,200.0016
6090,30.498,0
6091,30.503,0
6092,30.508,0
6093,30.513,0
6094,30.518,0
6095,30.523,200.0016
6096,30.528,0
6097,30.533,0
6098,30.538,0
6099,30.543,0
6100,30.548,0
6101,30.553,0
6102,30.558,0
6103,30.563,0
6104,30.568,0
6105,30.573,0
6106,30.578,0
6107,30.583,0
6108,30.588,0
6109,30.593,0
6110,30.598,200.0016
6111,30.603,0
6112,30.608,0
6113,30.613,0
6114,30.618,0
6115,30.623,0
6116,30.628,0
6117,30.633,0
6118,30.638,0
6119,30.643,0
6120,30.648,0
6121,30.653,0
6122,30.658,0
6123,30.663,0
6124,30.668,0
6125,30.673,0
6126,30.678,0
6127,30.683,0
6128,30.688,200.0016
6129,30.693,0
6130,30.698,0
6131,30.703,200.0016
6132,30.708,0
6133,30.713,0
6134,30.718,0
6135,30.723,0
6136,30.728,0
6137,30.733,0
6138,30.738,0
6139,30.743,0
6140,30.748,0
6141,30.753,0
6142,30.758,0
6143,30.763,0
6144,30.768,0
6145,30.773,0
6146,30.778,0
6147,30.783,0
6148,30.788,0
6149,30.793,0
6150,30.798,0
6151,30.803,0
6152,30.808,0
6153,30.813,0
6154,30.818,0
6155,30.823,0
6156,30.828,200.0016
6157,30.833,0
6158,30.838,0
6159,30.843,0
6160,30.848,0
6161,30.853,0
6162,30.858,0
6163,30.863,0
6164,30.868,0
6165,30.873,0
6166,30.878,0
6167,30.883,0
6168,30.888,0
6169,30.894,0
6170,30.899,0
6171,30.904,0
6172,30.909,0
6173,30.914,0
6174,30.919,0
6175,30.924,0
6176,30.929,0
6177,30.934,0
6178,30.939,0
6179,30.944,0
6180,30.949,0
6181,30.954,0
6182,30.959,0
6183,30.964,0
6184,30.969,0
6185,30.974,0
6186,30.979,200.0016
6187,30.984,0
6188,30.989,0
6189,30.994,0
6190,30.999,200.0016
6191,31.004,0
6192,31.009,0
6193,31.014,0
6194,31.019,0
6195,31.024,800.0256008
6196,31.029,0
6197,31.034,0
6198,31.039,0
6199,31.044,0
6200,31.049,0
6201,31.054,0
6202,31.059,0
6203,31.064,0
6204,31.069,0
6205,31.074,0
6206,31.079,0
6207,31.084,0
6208,31.089,0
6209,31.094,0
6210,31.099,0
6211,31.104,0
6212,31.109,0
6213,31.114,0
6214,31.119,0
6215,31.124,0
6216,31.129,0
6217,31.134,0
6218,31.139,0
6219,31.144,0
6220,31.149,0
6221,31.154,0
6222,31.159,0
6223,31.164,0
6224,31.169,0
6225,31.174,0
6226,31.179,0
6227,31.184,0
6228,31.189,0
6229,31.194,0
6230,31.199,0
6231,31.204,0
6232,31.209,0
6233,31.214,0
6234,31.219,0
6235,31.224,0
6236,31.229,0
6237,31.234,0
6238,31.239,200.0016
6239,31.244,0
6240,31.249,0
6241,31.254,0
6242,31.259,0
6243,31.264,0
6244,31.269,0
6245,31.274,0
6246,31.279,200.0016
6247,31.284,0
6248,31.289,0
6249,31.294,0
6250,31.299,0
6251,31.304,0
6252,31.309,0
6253,31.314,0
6254,31.319,0
6255,31.324,0
6256,31.329,0
6257,31.334,0
6258,31.339,0
6259,31.344,0
6260,31.349,200.0016
6261,31.354,0
6262,31.359,0
6263,31.364,0
6264,31.369,0
6265,31.374,0
6266,31.379,0
6267,31.384,0
6268,31.389,0
6269,31.394,0
6270,31.399,0
6271,31.404,0
6272,31.409,0
6273,31.414,0
6274,31.419,0
6275,31.424,0
6276,31.429,0
6277,31.434,0
6278,31.439,0
6279,31.444,0
6280,31.449,0
6281,31.454,0
6282,31.459,0
6283,31.464,0
6284,31.469,0
6285,31.474,200.0016
6286,31.479,0
6287,31.484,0
6288,31.489,200.0016
6289,31.494,0
6290,31.499,0
6291,31.504,0
6292,31.509,0
6293,31.514,0
6294,31.519,0
6295,31.524,0
6296,31.529,0
6297,31.534,200.0016
6298,31.539,0
6299,31.544,0
6300,31.549,0
6301,31.554,0
6302,31.56,0
6303,31.565,0
6304,31.57,200.0016
6305,31.575,0
6306,31.58,0
6307,31.585,0
6308,31.59,200.0016
6309,31.595,0
6310,31.6,0
6311,31.605,0
6312,31.61,0
6313,31.615,0
6314,31.62,0
6315,31.625,200.0016
6316,31.63,0
6317,31.635,0
6318,31.64,200.0016
6319,31.645,0
6320,31.65,0
6321,31.655,0
6322,31.66,0
6323,31.665,0
6324,31.67,0
6325,31.675,0
6326,31.68,0
6327,31.685,0
6328,31.69,0
6329,31.695,0
6330,31.7,200.0016
6331,31.705,200.0016
6332,31.71,0
6333,31.715,200.0016
6334,31.72,0
6335,31.725,0
6336,31.73,0
6337,31.735,43676.17124
6338,31.74,0
6339,31.745,0
6340,31.75,0
6341,31.755,0
6342,31.76,0
6343,31.765,200.0016
6344,31.77,0
6345,31.775,0
6346,31.78,0
6347,31.785,0
6348,31.79,200.0016
6349,31.795,0
6350,31.8,200.0016
6351,31.805,200.0016
6352,31.81,0
6353,31.815,0
6354,31.82,0
6355,31.825,0
6356,31.83,0
6357,31.835,0
6358,31.84,0
6359,31.845,200.0016
6360,31.85,400.0064001
6361,31.855,0
6362,31.86,0
6363,31.865,0
6364,31.87,0
6365,31.875,0
6366,31.88,200.0016
6367,31.885,0
6368,31.89,0
6369,31.895,0
6370,31.9,0
6371,31.905,0
6372,31.91,0
6373,31.915,0
6374,31.92,0
6375,31.925,0
6376,31.93,0
6377,31.935,0
6378,31.94,0
6379,31.945,0
6380,31.95,0
6381,31.955,0
6382,31.96,0
6383,31.965,0
6384,31.97,0
6385,31.975,0
6386,31.98,0
6387,31.985,0
6388,31.99,200.0016
6389,31.995,50100.2004
6390,32,0
6391,32.005,0
6392,32.01,0
6393,32.015,0
6394,32.02,0
6395,32.025,200.0016
6396,32.03,0
6397,32.035,0
6398,32.04,200.0016
6399,32.045,200.0016
6400,32.05,0
6401,32.055,0
6402,32.06,0
6403,32.065,400.0064001
6404,32.07,0
6405,32.075,0
6406,32.08,0
6407,32.085,0
6408,32.09,0
6409,32.095,0
6410,32.1,0
6411,32.105,0
6412,32.11,0
6413,32.115,200.0016
6414,32.12,0
6415,32.125,0
6416,32.13,200.0016
6417,32.135,0
6418,32.14,0
6419,32.145,0
6420,32.15,0
6421,32.155,0
6422,32.16,0
6423,32.165,0
6424,32.17,200.0016
6425,32.175,0
6426,32.18,200.0016
6427,32.185,0
6428,32.19,0
6429,32.195,0
6430,32.2,0
6431,32.205,0
6432,32.21,0
6433,32.215,0
6434,32.22,0
6435,32.225,200.0016
6436,32.23,0
6437,32.236,0
6438,32.241,0
6439,32.246,0
6440,32.251,59943.38458
6441,32.256,0
6442,32.261,0
6443,32.266,0
6444,32.271,0
6445,32.276,0
6446,32.281,0
6447,32.286,0
6448,32.291,0
6449,32.296,0
6450,32.301,0
6451,32.306,0
6452,32.311,400.0064001
6453,32.316,0
6454,32.321,0
6455,32.326,56728.43317
6456,32.331,0
6457,32.336,200.0016
6458,32.341,0
6459,32.346,200.0016
6460,32.351,200.0016
6461,32.356,0
6462,32.361,106854.7739
6463,32.366,0
6464,32.371,0
6465,32.376,0
6466,32.381,0
6467,32.386,0
6468,32.391,0
6469,32.396,0
6470,32.401,0
6471,32.406,0
6472,32.411,0
6473,32.416,0
6474,32.421,0
6475,32.426,0
6476,32.431,0
6477,32.436,0
6478,32.441,0
6479,32.446,0
6480,32.451,0
6481,32.456,0
6482,32.461,0
6483,32.466,200.0016
6484,32.471,0
6485,32.476,0
6486,32.481,0
6487,32.486,0
6488,32.491,0
6489,32.496,0
6490,32.501,0
6491,32.506,0
6492,32.511,0
6493,32.516,0
6494,32.521,0
6495,32.526,0
6496,32.531,0
6497,32.536,0
6498,32.541,0
6499,32.546,0
6500,32.551,0
6501,32.556,0
6502,32.561,53715.16531
6503,32.566,0
6504,32.571,0
6505,32.576,0
6506,32.581,0
6507,32.586,0
6508,32.591,0
6509,32.596,0
6510,32.601,0
6511,32.606,0
6512,32.611,0
6513,32.616,0
6514,32.621,0
6515,32.626,0
6516,32.631,0
6517,32.636,0
6518,32.641,0
6519,32.646,0
6520,32.651,0
6521,32.656,0
6522,32.661,0
6523,32.666,48092.33729
6524,32.671,0
6525,32.676,0
6526,32.681,0
6527,32.686,0
6528,32.691,200.0016
6529,32.696,0
6530,32.701,0
6531,32.706,0
6532,32.711,0
6533,32.716,200.0016
6534,32.721,0
6535,32.726,0
6536,32.731,0
6537,32.736,0
6538,32.741,0
6539,32.746,200.0016
6540,32.751,200.0016
6541,32.756,0
6542,32.761,0
6543,32.766,0
6544,32.771,0
6545,32.776,0
6546,32.781,0
6547,32.786,0
6548,32.791,0
6549,32.796,0
6550,32.801,0
6551,32.806,0
6552,32.811,200.0016
6553,32.816,14208.07018
6554,32.821,31840.50112
6555,32.826,200.0016
6556,32.831,0
6557,32.836,0
6558,32.841,0
6559,32.846,0
6560,32.851,0
6561,32.856,0
6562,32.861,0
6563,32.866,0
6564,32.871,0
6565,32.876,0
6566,32.881,0
6567,32.886,0
6568,32.891,0
6569,32.896,0
6570,32.902,0
6571,32.907,0
6572,32.912,0
6573,32.917,200.0016
6574,32.922,0
6575,32.927,0
6576,32.932,0
6577,32.937,0
6578,32.942,0
6579,32.947,200.0016
6580,32.952,0
6581,32.957,0
6582,32.962,400.0064001
6583,32.967,200.0016
6584,32.972,0
6585,32.977,0
6586,32.982,0
6587,32.987,0
6588,32.992,0
6589,32.997,0
6590,33.002,0
6591,33.007,0
6592,33.012,200.0016
6593,33.017,0
6594,33.022,0
6595,33.027,200.0016
6596,33.032,0
6597,33.037,200.0016
6598,33.042,0
6599,33.047,0
6600,33.052,0
6601,33.057,0
6602,33.062,0
6603,33.067,0
6604,33.072,0
6605,33.077,0
6606,33.082,0
6607,33.087,0
6608,33.092,600.0144003
6609,33.097,0
6610,33.102,0
6611,33.107,0
6612,33.112,200.0016
6613,33.117,0
6614,33.122,0
6615,33.127,200.0016
6616,33.132,200.0016
6617,33.137,0
6618,33.142,0
6619,33.147,200.0016
6620,33.152,0
6621,33.157,0
6622,33.162,0
6623,33.167,0
6624,33.172,0
6625,33.177,0
6626,33.182,0
6627,33.187,0
6628,33.192,0
6629,33.197,0
6630,33.202,0
6631,33.207,0
6632,33.212,0
6633,33.217,0
6634,33.222,0
6635,33.227,0
6636,33.232,0
6637,33.237,0
6638,33.242,0
6639,33.247,200.0016
6640,33.252,0
6641,33.257,0
6642,33.262,200.0016
6643,33.267,0
6644,33.272,0
6645,33.277,0
6646,33.282,0
6647,33.287,0
6648,33.292,0
6649,33.297,0
6650,33.302,200.0016
6651,33.307,0
6652,33.312,0
6653,33.317,0
6654,33.322,200.0016
6655,33.327,0
6656,33.332,0
6657,33.337,0
6658,33.342,200.0016
6659,33.347,0
6660,33.352,0
6661,33.357,0
6662,33.362,0
6663,33.367,200.0016
6664,33.372,0
6665,33.377,200.0016
6666,33.382,0
6667,33.387,0
6668,33.392,0
6669,33.397,0
6670,33.402,0
6671,33.407,0
6672,33.412,0
6673,33.417,0
6674,33.422,0
