Number,Time 197Au,197Au
10951,54.839,200.0016
10952,54.844,0
10953,54.849,0
10954,54.854,0
10955,54.859,0
10956,54.864,0
10957,54.869,0
10958,54.874,0
10959,54.879,0
10960,54.884,0
10961,54.889,0
10962,54.894,0
10963,54.899,0
10964,54.904,0
10965,54.909,400.0064001
10966,54.914,0
10967,54.919,0
10968,54.924,0
10969,54.929,0
10970,54.934,0
10971,54.939,0
10972,54.944,200.0016
10973,54.949,0
10974,54.954,400.0064001
10975,54.959,0
10976,54.964,0
10977,54.969,0
10978,54.974,0
10979,54.979,0
10980,54.984,0
10981,54.989,0
10982,54.994,0
10983,54.999,0
10984,55.004,200.0016
10985,55.009,0
10986,55.014,0
10987,55.019,0
10988,55.024,0
10989,55.029,0
10990,55.034,200.0016
10991,55.039,0
10992,55.044,0
10993,55.049,0
10994,55.054,0
10995,55.06,0
10996,55.065,400.0064001
10997,55.07,0
10998,55.075,0
10999,55.08,0
11000,55.085,0
11001,55.09,0
11002,55.095,0
11003,55.1,0
11004,55.105,200.0016
11005,55.11,0
11006,55.115,0
11007,55.12,200.0016
11008,55.125,0
11009,55.13,0
11010,55.135,0
11011,55.14,0
11012,55.145,0
11013,55.15,0
11014,55.155,200.0016
11015,55.16,200.0016
11016,55.165,200.0016
11017,55.17,0
11018,55.175,200.0016
11019,55.18,0
11020,55.185,200.0016
11021,55.19,0
11022,55.195,0
11023,55.2,45884.0596
11024,55.205,0
11025,55.21,0
11026,55.215,0
11027,55.22,0
11028,55.225,0
11029,55.23,0
11030,55.235,0
11031,55.24,0
11032,55.245,0
11033,55.25,0
11034,55.255,0
11035,55.26,0
11036,55.265,0
11037,55.27,200.0016
11038,55.275,0
11039,55.28,0
11040,55.285,0
11041,55.29,0
11042,55.295,0
11043,55.3,0
11044,55.305,0
11045,55.31,0
11046,55.315,200.0016
11047,55.32,0
11048,55.325,0
11049,55.33,0
11050,55.335,0
11051,55.34,0
11052,55.345,0
11053,55.35,0
11054,55.355,0
11055,55.36,0
11056,55.365,0
11057,55.37,200.0016
11058,55.375,400.0064001
11059,55.38,200.0016
11060,55.385,0
11061,55.39,0
11062,55.395,0
11063,55.4,0
11064,55.405,0
11065,55.41,0
11066,55.415,0
11067,55.42,0
11068,55.425,0
11069,55.43,0
11070,55.435,0
11071,55.44,0
11072,55.445,0
11073,55.45,200.0016
11074,55.455,0
11075,55.46,0
11076,55.465,0
11077,55.47,0
11078,55.475,200.0016
11079,55.48,200.0016
11080,55.485,0
11081,55.49,0
11082,55.495,0
11083,55.5,0
11084,55.505,200.0016
11085,55.51,0
11086,55.515,0
11087,55.52,200.0016
11088,55.525,0
11089,55.53,0
11090,55.535,0
11091,55.54,200.0016
11092,55.545,0
11093,55.55,0
11094,55.555,400.0064001
11095,55.56,0
11096,55.565,0
11097,55.57,0
11098,55.575,0
11099,55.58,0
11100,55.585,200.0016
11101,55.59,0
11102,55.595,0
11103,55.6,0
11104,55.605,0
11105,55.61,0
11106,55.615,38459.07314
11107,55.62,0
11108,55.625,0
11109,55.63,0
11110,55.635,0
11111,55.64,0
11112,55.645,0
11113,55.65,0
11114,55.655,0
11115,55.66,0
11116,55.665,0
11117,55.67,0
11118,55.675,0
11119,55.68,0
11120,55.685,200.0016
11121,55.69,0
11122,55.695,0
11123,55.7,0
11124,55.705,200.0016
11125,55.71,200.0016
11126,55.715,0
11127,55.72,0
11128,55.725,0
11129,55.73,0
11130,55.736,0
11131,55.741,200.0016
11132,55.746,0
11133,55.751,0
11134,55.756,0
11135,55.761,0
11136,55.766,200.0016
11137,55.771,0
11138,55.776,0
11139,55.781,0
11140,55.786,0
11141,55.791,0
11142,55.796,200.0016
11143,55.801,200.0016
11144,55.806,0
11145,55.811,0
11146,55.816,51706.72268
11147,55.821,200.0016
11148,55.826,0
11149,55.831,0
11150,55.836,0
11151,55.841,0
11152,55.846,0
11153,55.851,0
11154,55.856,0
11155,55.861,0
11156,55.866,0
11157,55.871,0
11158,55.876,0
11159,55.881,0
11160,55.886,51706.72268
11161,55.891,0
11162,55.896,0
11163,55.901,0
11164,55.906,0
11165,55.911,0
11166,55.916,0
11167,55.921,0
11168,55.926,0
11169,55.931,200.0016
11170,55.936,0
11171,55.941,0
11172,55.946,0
11173,55.951,0
11174,55.956,200.0016
11175,55.961,0
11176,55.966,0
11177,55.971,0
11178,55.976,0
11179,55.981,0
11180,55.986,0
11181,55.991,0
11182,55.996,200.0016
11183,56.001,0
11184,56.006,74823.27265
11185,56.011,3000.360043
11186,56.016,0
11187,56.021,0
11188,56.026,0
11189,56.031,0
11190,56.036,200.0016
11191,56.041,200.0016
11192,56.046,0
11193,56.051,0
11194,56.056,0
11195,56.061,0
11196,56.066,0
11197,56.071,0
11198,56.076,0
11199,56.081,200.0016
11200,56.086,0
11201,56.091,0
11202,56.096,0
11203,56.101,0
11204,56.106,0
11205,56.111,400.0064001
11206,56.116,0
11207,56.121,0
11208,56.126,0
11209,56.131,0
11210,56.136,0
11211,56.141,0
11212,56.146,0
11213,56.151,0
11214,56.156,0
11215,56.161,0
11216,56.166,0
11217,56.171,200.0016
11218,56.176,0
11219,56.181,0
11220,56.186,0
11221,56.191,0
11222,56.196,0
11223,56.201,0
11224,56.206,0
11225,56.211,200.0016
11226,56.216,200.0016
11227,56.221,200.0016
11228,56.226,0
11229,56.231,200.0016
11230,56.236,0
11231,56.241,0
11232,56.246,0
11233,56.251,0
11234,56.256,400.0064001
11235,56.261,0
11236,56.266,0
11237,56.271,0
11238,56.276,0
11239,56.281,200.0016
11240,56.286,0
11241,56.291,0
11242,56.296,0
11243,56.301,0
11244,56.306,0
11245,56.311,0
11246,56.316,0
11247,56.321,0
11248,56.326,0
11249,56.331,0
11250,56.336,0
11251,56.341,0
11252,56.346,0
11253,56.351,0
11254,56.356,0
11255,56.361,0
11256,56.366,0
11257,56.371,0
11258,56.376,200.0016
11259,56.381,0
11260,56.386,0
11261,56.391,0
11262,56.396,0
11263,56.402,200.0016
11264,56.407,0
11265,56.412,0
11266,56.417,0
11267,56.422,0
11268,56.427,200.0016
11269,56.432,0
11270,56.437,0
11271,56.442,0
11272,56.447,0
11273,56.452,0
11274,56.457,0
11275,56.462,0
11276,56.467,0
11277,56.472,0
11278,56.477,200.0016
11279,56.482,0
11280,56.487,0
11281,56.492,0
11282,56.497,0
11283,56.502,200.0016
11284,56.507,0
11285,56.512,0
11286,56.517,0
11287,56.522,0
11288,56.527,0
11289,56.532,0
11290,56.537,0
11291,56.542,0
11292,56.547,200.0016
11293,56.552,0
11294,56.557,0
11295,56.562,0
11296,56.567,0
11297,56.572,0
11298,56.577,0
11299,56.582,0
11300,56.587,52710.90374
11301,56.592,0
11302,56.597,200.0016
11303,56.602,200.0016
11304,56.607,0
11305,56.612,0
11306,56.617,0
11307,56.622,0
11308,56.627,0
11309,56.632,0
11310,56.637,0
11311,56.642,200.0016
11312,56.647,0
11313,56.652,0
11314,56.657,0
11315,56.662,0
11316,56.667,0
11317,56.672,0
11318,56.677,0
11319,56.682,0
11320,56.687,0
11321,56.692,200.0016
11322,56.697,0
11323,56.702,0
11324,56.707,0
11325,56.712,0
11326,56.717,0
11327,56.722,200.0016
11328,56.727,0
11329,56.732,0
11330,56.737,0
11331,56.742,0
11332,56.747,0
11333,56.752,0
11334,56.757,0
11335,56.762,0
11336,56.767,0
11337,56.772,0
11338,56.777,0
11339,56.782,0
11340,56.787,0
11341,56.792,0
11342,56.797,0
11343,56.802,0
11344,56.807,200.0016
11345,56.812,0
11346,56.817,0
11347,56.822,0
11348,56.827,0
11349,56.832,0
11350,56.837,0
11351,56.842,0
11352,56.847,0
11353,56.852,200.0016
11354,56.857,0
11355,56.862,0
11356,56.867,0
11357,56.872,200.0016
11358,56.877,0
11359,56.882,0
11360,56.887,0
11361,56.892,0
11362,56.897,0
11363,56.902,0
11364,56.907,0
11365,56.912,0
11366,56.917,0
11367,56.922,0
11368,56.927,200.0016
11369,56.932,0
11370,56.937,0
11371,56.942,0
11372,56.947,400.0064001
11373,56.952,0
11374,56.957,0
11375,56.962,0
11376,56.967,0
11377,56.972,0
11378,56.977,0
11379,56.982,0
11380,56.987,0
11381,56.992,0
11382,56.997,0
11383,57.002,0
11384,57.007,0
11385,57.012,0
11386,57.017,0
11387,57.022,0
11388,57.027,0
11389,57.032,0
11390,57.037,0
11391,57.042,0
11392,57.047,200.0016
11393,57.052,0
11394,57.057,0
11395,57.062,0
11396,57.067,200.0016
11397,57.072,0
11398,57.078,0
11399,57.083,0
11400,57.088,0
11401,57.093,0
11402,57.098,0
11403,57.103,0
11404,57.108,0
11405,57.113,0
11406,57.118,200.0016
11407,57.123,0
11408,57.128,0
11409,57.133,0
11410,57.138,200.0016
11411,57.143,0
11412,57.148,0
11413,57.153,0
11414,57.158,200.0016
11415,57.163,0
11416,57.168,200.0016
11417,57.173,0
11418,57.178,0
11419,57.183,0
11420,57.188,0
11421,57.193,200.0016
11422,57.198,0
11423,57.203,0
11424,57.208,0
11425,57.213,0
11426,57.218,0
11427,57.223,0
11428,57.228,0
11429,57.233,0
11430,57.238,0
11431,57.243,0
11432,57.248,0
11433,57.253,0
11434,57.258,0
11435,57.263,200.0016
11436,57.268,200.0016
11437,57.273,0
11438,57.278,0
11439,57.283,0
11440,57.288,0
11441,57.293,0
11442,57.298,0
11443,57.303,200.0016
11444,57.308,200.0016
11445,57.313,0
11446,57.318,0
11447,57.323,0
11448,57.328,0
11449,57.333,0
11450,57.338,0
11451,57.343,0
11452,57.348,0
11453,57.353,0
11454,57.358,0
11455,57.363,0
11456,57.368,0
11457,57.373,0
11458,57.378,0
11459,57.383,0
11460,57.388,200.0016
11461,57.393,0
11462,57.398,0
11463,57.403,0
11464,57.408,0
11465,57.413,0
11466,57.418,0
11467,57.423,200.0016
11468,57.428,0
11469,57.433,0
11470,57.438,0
11471,57.443,0
11472,57.448,0
11473,57.453,0
11474,57.458,0
11475,57.463,0
11476,57.468,0
11477,57.473,0
11478,57.478,0
11479,57.483,0
11480,57.488,0
11481,57.493,0
11482,57.498,0
11483,57.503,0
11484,57.508,400.0064001
11485,57.513,0
11486,57.518,0
11487,57.523,0
11488,57.528,200.0016
11489,57.533,0
11490,57.538,0
11491,57.543,0
11492,57.548,0
11493,57.553,0
11494,57.558,0
11495,57.563,0
11496,57.568,0
11497,57.573,200.0016
11498,57.578,0
11499,57.583,0
11500,57.588,0
11501,57.593,0
11502,57.598,0
11503,57.603,200.0016
11504,57.608,0
11505,57.613,0
11506,57.618,0
11507,57.623,0
11508,57.628,0
11509,57.633,0
11510,57.638,0
11511,57.643,200.0016
11512,57.648,200.0016
11513,57.653,0
11514,57.658,0
11515,57.663,0
11516,57.668,0
11517,57.673,0
11518,57.678,0
11519,57.683,200.0016
11520,57.688,0
11521,57.693,0
11522,57.698,0
11523,57.703,0
11524,57.708,0
11525,57.713,0
11526,57.718,0
11527,57.723,0
11528,57.728,0
11529,57.733,0
11530,57.738,0
11531,57.744,0
11532,57.749,0
11533,57.754,0
11534,57.759,0
11535,57.764,0
11536,57.769,0
11537,57.774,200.0016
11538,57.779,0
11539,57.784,0
11540,57.789,200.0016
11541,57.794,0
11542,57.799,2200.193617
11543,57.804,200.0016
11544,57.809,0
11545,57.814,0
11546,57.819,0
11547,57.824,0
11548,57.829,0
11549,57.834,0
11550,57.839,0
11551,57.844,0
11552,57.849,0
11553,57.854,0
11554,57.859,0
11555,57.864,0
11556,57.869,200.0016
11557,57.874,200.0016
11558,57.879,0
11559,57.884,200.0016
11560,57.889,0
11561,57.894,0
11562,57.899,0
11563,57.904,0
11564,57.909,0
11565,57.914,200.0016
11566,57.919,0
11567,57.924,0
11568,57.929,0
11569,57.934,0
11570,57.939,200.0016
11571,57.944,0
11572,57.949,0
11573,57.954,0
11574,57.959,0
11575,57.964,0
11576,57.969,0
11577,57.974,0
11578,57.979,0
11579,57.984,0
11580,57.989,0
11581,57.994,200.0016
11582,57.999,0
11583,58.004,0
11584,58.009,0
11585,58.014,200.0016
11586,58.019,0
11587,58.024,0
11588,58.029,0
11589,58.034,0
11590,58.039,0
11591,58.044,0
11592,58.049,0
11593,58.054,0
11594,58.059,0
11595,58.064,0
11596,58.069,0
11597,58.074,0
11598,58.079,0
11599,58.084,0
11600,58.089,200.0016
11601,58.094,0
11602,58.099,0
11603,58.104,0
11604,58.109,0
11605,58.114,0
11606,58.119,0
11607,58.124,0
11608,58.129,200.0016
11609,58.134,0
11610,58.139,0
11611,58.144,0
11612,58.149,0
11613,58.154,0
11614,58.159,0
11615,58.164,0
11616,58.169,0
11617,58.174,0
11618,58.179,0
11619,58.184,0
11620,58.189,0
11621,58.194,0
11622,58.199,0
11623,58.204,0
11624,58.209,200.0016
11625,58.214,0
11626,58.219,200.0016
11627,58.224,0
11628,58.229,200.0016
11629,58.234,0
11630,58.239,0
11631,58.244,0
11632,58.249,0
11633,58.254,0
11634,58.259,0
11635,58.264,0
11636,58.269,0
11637,58.274,0
11638,58.279,0
11639,58.284,0
11640,58.289,0
11641,58.294,0
11642,58.299,0
11643,58.304,0
11644,58.309,200.0016
11645,58.314,400.0064001
11646,58.319,0
11647,58.324,0
11648,58.329,200.0016
11649,58.334,0
11650,58.339,0
11651,58.344,0
11652,58.349,0
11653,58.354,0
11654,58.359,0
11655,58.364,200.0016
11656,58.369,0
11657,58.374,0
11658,58.379,0
11659,58.384,0
11660,58.389,0
11661,58.394,0
11662,58.399,0
11663,58.404,200.0016
11664,58.409,0
11665,58.414,0
11666,58.42,0
11667,58.425,0
11668,58.43,0
11669,58.435,0
11670,58.44,0
11671,58.445,0
11672,58.45,0
11673,58.455,0
11674,58.46,0
11675,58.465,0
11676,58.47,0
11677,58.475,0
11678,58.48,0
11679,58.485,0
11680,58.49,200.0016
11681,58.495,200.0016
11682,58.5,0
11683,58.505,0
11684,58.51,0
11685,58.515,0
11686,58.52,0
11687,58.525,0
11688,58.53,0
11689,58.535,0
11690,58.54,0
11691,58.545,0
11692,58.55,0
11693,58.555,67582.20162
11694,58.56,0
11695,58.565,0
11696,58.57,0
11697,58.575,0
11698,58.58,0
11699,58.585,0
11700,58.59,0
11701,58.595,0
11702,58.6,0
11703,58.605,0
11704,58.61,0
11705,58.615,200.0016
11706,58.62,200.0016
11707,58.625,0
11708,58.63,0
11709,58.635,0
11710,58.64,0
11711,58.645,0
11712,58.65,0
11713,58.655,0
11714,58.66,0
11715,58.665,0
11716,58.67,0
11717,58.675,0
11718,58.68,0
11719,58.685,0
11720,58.69,0
11721,58.695,0
11722,58.7,0
11723,58.705,0
11724,58.71,0
11725,58.715,200.0016
11726,58.72,200.0016
11727,58.725,0
11728,58.73,0
11729,58.735,0
11730,58.74,0
11731,58.745,0
11732,58.75,0
11733,58.755,0
11734,58.76,0
11735,58.765,0
11736,58.77,0
11737,58.775,0
11738,58.78,0
11739,58.785,0
11740,58.79,0
11741,58.795,0
11742,58.8,0
11743,58.805,0
11744,58.81,0
11745,58.815,200.0016
11746,58.82,0
11747,58.825,0
11748,58.83,0
11749,58.835,0
11750,58.84,200.0016
11751,58.845,0
11752,58.85,0
11753,58.855,0
11754,58.86,0
11755,58.865,41468.67212
11756,58.87,0
11757,58.875,0
11758,58.88,0
11759,58.885,200.0016
11760,58.89,0
11761,58.895,0
11762,58.9,200.0016
11763,58.905,0
11764,58.91,0
11765,58.915,0
11766,58.92,11805.57223
11767,58.925,28031.39516
11768,58.93,200.0016
11769,58.935,0
11770,58.94,0
11771,58.945,0
11772,58.95,0
11773,58.955,0
11774,58.96,0
11775,58.965,0
11776,58.97,0
11777,58.975,0
11778,58.98,41870.00665
11779,58.985,0
11780,58.99,0
11781,58.995,200.0016
11782,59,0
11783,59.005,0
11784,59.01,0
11785,59.015,0
11786,59.02,200.0016
11787,59.025,0
11788,59.03,200.0016
11789,59.035,0
11790,59.04,0
11791,59.045,0
11792,59.05,0
11793,59.055,600.0144003
11794,59.06,32041.0125
11795,59.065,0
11796,59.07,200.0016
11797,59.075,200.0016
11798,59.08,0
11799,59.086,200.0016
11800,59.09,200.0016
11801,59.096,0
11802,59.101,200.0016
11803,59.106,0
11804,59.111,0
11805,59.116,0
11806,59.121,0
11807,59.126,0
11808,59.131,0
11809,59.136,0
11810,59.141,0
11811,59.146,0
11812,59.151,200.0016
11813,59.156,0
11814,59.161,0
11815,59.166,0
11816,59.171,0
11817,59.176,0
11818,59.181,0
11819,59.186,0
11820,59.191,0
11821,59.196,0
11822,59.201,0
11823,59.206,0
11824,59.211,0
11825,59.216,0
11826,59.221,0
11827,59.226,0
11828,59.231,0
11829,59.236,0
11830,59.241,0
11831,59.246,0
11832,59.251,0
11833,59.256,200.0016
11834,59.261,0
11835,59.266,0
11836,59.271,200.0016
11837,59.276,0
11838,59.281,0
11839,59.286,0
11840,59.291,0
11841,59.296,200.0016
11842,59.301,0
11843,59.306,0
11844,59.311,0
11845,59.316,200.0016
11846,59.321,0
11847,59.326,0
11848,59.331,0
11849,59.336,0
11850,59.341,200.0016
11851,59.346,0
11852,59.351,0
11853,59.356,0
11854,59.361,0
11855,59.366,0
11856,59.371,0
11857,59.376,0
11858,59.381,0
11859,59.386,0
11860,59.391,0
11861,59.396,400.0064001
11862,59.401,0
11863,59.406,200.0016
11864,59.411,0
11865,59.416,0
11866,59.421,0
11867,59.426,0
11868,59.431,0
11869,59.436,0
11870,59.441,0
11871,59.446,0
11872,59.451,0
11873,59.456,0
11874,59.461,0
11875,59.466,0
11876,59.471,0
11877,59.476,0
11878,59.481,0
11879,59.486,0
11880,59.491,0
11881,59.496,0
11882,59.501,0
11883,59.506,0
11884,59.511,0
11885,59.516,0
11886,59.521,0
11887,59.526,0
11888,59.531,200.0016
11889,59.536,0
11890,59.541,0
11891,59.546,0
11892,59.551,0
11893,59.556,0
11894,59.561,0
11895,59.566,200.0016
11896,59.571,0
11897,59.576,0
11898,59.581,0
11899,59.586,200.0016
11900,59.591,0
11901,59.596,0
11902,59.601,0
11903,59.606,0
11904,59.611,0
11905,59.616,0
11906,59.621,0
11907,59.626,0
11908,59.631,0
11909,59.636,0
11910,59.641,0
11911,59.646,0
11912,59.651,0
11913,59.656,0
11914,59.661,0
11915,59.666,0
11916,59.671,0
11917,59.676,0
11918,59.681,0
11919,59.686,0
11920,59.691,0
11921,59.696,0
11922,59.701,0
11923,59.706,0
11924,59.711,0
11925,59.716,200.0016
11926,59.721,0
11927,59.726,0
11928,59.731,0
11929,59.736,0
11930,59.741,0
11931,59.746,0
11932,59.751,0
11933,59.756,0
11934,59.762,0
11935,59.767,0
11936,59.772,0
11937,59.777,0
11938,59.782,0
11939,59.787,0
11940,59.792,0
11941,59.797,0
11942,59.802,0
11943,59.807,200.0016
11944,59.812,0
11945,59.817,200.0016
11946,59.822,200.0016
11947,59.827,0
11948,59.832,0
11949,59.837,0
11950,59.842,0
11951,59.847,52911.74962
11952,59.852,0
11953,59.857,0
11954,59.862,59139.56938
11955,59.867,0
11956,59.872,0
11957,59.877,0
11958,59.882,0
11959,59.887,45281.86962
11960,59.892,0
11961,59.897,0
11962,59.902,0
11963,59.907,200.0016
11964,59.912,0
11965,59.917,0
11966,59.922,0
11967,59.927,0
11968,59.932,0
11969,59.937,0
11970,59.942,200.0016
11971,59.947,0
11972,59.952,0
11973,59.957,0
11974,59.962,0
11975,59.967,0
11976,59.972,0
11977,59.977,42873.39926
11978,59.982,0
11979,59.987,0
11980,59.992,0
11981,59.997,0
11982,60.002,0
11983,60.007,0
11984,60.012,0
11985,60.017,0
11986,60.022,200.0016
11987,60.027,0
11988,60.032,0
11989,60.037,0
11990,60.042,0
11991,60.047,0
11992,60.052,0
11993,60.057,0
11994,60.062,0
11995,60.067,0
11996,60.072,0
11997,60.077,0
11998,60.082,0
11999,60.087,0
12000,60.092,0
12001,60.097,0
12002,60.102,0
12003,60.107,0
12004,60.112,200.0016
12005,60.117,0
12006,60.122,0
12007,60.127,0
12008,60.132,0
12009,60.137,200.0016
12010,60.142,0
12011,60.147,0
12012,60.152,200.0016
12013,60.157,200.0016
12014,60.162,0
12015,60.167,0
12016,60.172,0
12017,60.177,0
12018,60.182,0
12019,60.187,0
12020,60.192,0
12021,60.197,0
12022,60.202,0
12023,60.207,0
12024,60.212,0
12025,60.217,0
12026,60.222,0
12027,60.227,0
12028,60.232,0
12029,60.237,0
12030,60.242,0
12031,60.247,0
12032,60.252,0
12033,60.257,0
12034,60.262,0
12035,60.267,0
12036,60.272,0
12037,60.277,0
12038,60.282,0
12039,60.287,0
12040,60.292,0
12041,60.297,0
12042,60.302,0
12043,60.307,0
12044,60.312,0
12045,60.317,0
12046,60.322,0
12047,60.327,0
12048,60.332,0
12049,60.337,0
12050,60.342,0
12051,60.347,600.0144003
12052,60.352,0
12053,60.357,0
12054,60.362,60345.31151
12055,60.367,200.0016
12056,60.372,0
12057,60.377,0
12058,60.382,0
12059,60.387,0
12060,60.392,0
12061,60.397,0
12062,60.402,0
12063,60.407,0
12064,60.412,0
12065,60.417,0
12066,60.422,0
12067,60.428,0
12068,60.432,0
12069,60.438,0
12070,60.443,200.0016
12071,60.448,0
12072,60.453,0
12073,60.458,0
12074,60.463,0
12075,60.468,0
12076,60.473,0
12077,60.478,0
12078,60.483,0
12079,60.488,0
12080,60.493,0
12081,60.498,0
12082,60.503,0
12083,60.508,0
12084,60.513,0
12085,60.518,0
12086,60.523,0
12087,60.528,0
12088,60.533,200.0016
12089,60.538,0
12090,60.543,0
12091,60.548,0
12092,60.553,0
12093,60.558,0
12094,60.563,0
12095,60.568,0
12096,60.573,200.0016
12097,60.578,200.0016
12098,60.583,0
12099,60.588,0
12100,60.593,0
12101,60.598,0
12102,60.603,0
12103,60.608,0
12104,60.613,0
12105,60.618,0
12106,60.623,0
12107,60.628,0
12108,60.633,33645.21917
12109,60.638,0
12110,60.643,0
12111,60.648,0
12112,60.653,0
12113,60.658,0
12114,60.663,200.0016
12115,60.668,0
12116,60.673,0
12117,60.678,0
12118,60.683,0
12119,60.688,0
12120,60.693,0
12121,60.698,200.0016
12122,60.703,0
12123,60.708,0
12124,60.713,400.0064001
12125,60.718,0
12126,60.723,200.0016
12127,60.728,0
12128,60.733,0
12129,60.738,0
12130,60.743,0
12131,60.748,0
12132,60.753,0
12133,60.758,0
12134,60.763,0
12135,60.768,0
12136,60.773,0
12137,60.778,0
12138,60.783,0
12139,60.788,0
12140,60.793,200.0016
12141,60.798,0
12142,60.803,0
12143,60.808,0
12144,60.813,0
12145,60.818,0
12146,60.823,0
12147,60.828,0
12148,60.833,200.0016
12149,60.838,0
12150,60.843,0
12151,60.848,0
12152,60.853,0
12153,60.858,0
12154,60.863,0
12155,60.868,0
12156,60.873,0
12157,60.878,0
12158,60.883,0
12159,60.888,0
12160,60.893,200.0016
12161,60.898,0
12162,60.903,0
12163,60.908,0
12164,60.913,200.0016
12165,60.918,0
12166,60.923,0
12167,60.928,0
12168,60.933,200.0016
12169,60.938,0
12170,60.943,0
12171,60.948,0
12172,60.953,0
12173,60.958,0
12174,60.963,0
12175,60.968,0
12176,60.973,0
12177,60.978,0
12178,60.983,0
12179,60.988,200.0016
12180,60.993,0
12181,60.998,0
12182,61.003,0
12183,61.008,0
12184,61.013,0
12185,61.018,0
12186,61.023,47690.80329
12187,61.028,0
12188,61.033,0
12189,61.038,0
12190,61.043,0
12191,61.048,0
12192,61.053,0
12193,61.058,0
12194,61.063,200.0016
12195,61.068,0
12196,61.073,0
12197,61.078,0
12198,61.083,0
12199,61.088,0
12200,61.093,400.0064001
12201,61.098,200.0016
12202,61.104,0
12203,61.109,0
12204,61.114,200.0016
12205,61.119,0
12206,61.124,0
12207,61.129,54317.76091
12208,61.134,0
12209,61.139,0
12210,61.144,0
12211,61.149,0
12212,61.154,0
12213,61.159,0
12214,61.164,0
12215,61.169,400.0064001
12216,61.174,200.0016
12217,61.179,0
12218,61.184,200.0016
12219,61.189,0
12220,61.194,0
12221,61.199,0
12222,61.204,200.0016
12223,61.209,0
12224,61.214,0
12225,61.219,0
12226,61.224,0
12227,61.229,0
12228,61.234,0
12229,61.239,0
12230,61.244,0
12231,61.249,0
12232,61.254,0
12233,61.259,0
12234,61.264,0
12235,61.269,0
12236,61.274,0
12237,61.279,200.0016
12238,61.284,0
12239,61.289,200.0016
12240,61.294,200.0016
12241,61.299,0
12242,61.304,0
12243,61.309,200.0016
12244,61.314,0
12245,61.319,0
12246,61.324,0
12247,61.329,0
12248,61.334,0
12249,61.339,0
12250,61.344,200.0016
12251,61.349,0
12252,61.354,0
12253,61.359,0
12254,61.364,200.0016
12255,61.369,0
12256,61.374,0
12257,61.379,0
12258,61.384,0
12259,61.389,0
12260,61.394,0
12261,61.399,0
12262,61.404,0
12263,61.409,31439.488
12264,61.414,0
12265,61.419,0
12266,61.424,0
12267,61.429,200.0016
12268,61.434,0
12269,61.439,0
12270,61.444,0
12271,61.449,0
12272,61.454,0
12273,61.459,0
12274,61.464,0
12275,61.469,200.0016
12276,61.474,0
12277,61.479,200.0016
12278,61.484,0
12279,61.489,0
12280,61.494,200.0016
12281,61.499,0
12282,61.504,0
12283,61.509,0
12284,61.514,200.0016
12285,61.519,0
12286,61.524,0
12287,61.529,0
12288,61.534,0
12289,61.539,0
12290,61.544,200.0016
12291,61.549,0
12292,61.554,0
12293,61.559,0
12294,61.564,0
12295,61.569,0
12296,61.574,200.0016
12297,61.579,0
12298,61.584,0
12299,61.589,0
12300,61.594,0
12301,61.599,0
12302,61.604,35049.0687
12303,61.609,0
12304,61.614,200.0016
12305,61.619,0
12306,61.624,0
12307,61.629,200.0016
12308,61.634,0
12309,61.639,0
12310,61.644,0
12311,61.649,0
12312,61.654,0
12313,61.659,0
12314,61.664,0
12315,61.669,0
12316,61.674,0
12317,61.679,0
12318,61.684,0
12319,61.689,0
12320,61.694,0
12321,61.699,0
12322,61.704,200.0016
12323,61.709,200.0016
12324,61.714,0
12325,61.719,0
12326,61.724,200.0016
12327,61.729,200.0016
12328,61.734,200.0016
12329,61.739,200.0016
12330,61.744,200.0016
12331,61.749,0
12332,61.754,0
12333,61.759,0
12334,61.764,0
12335,61.769,0
12336,61.774,0
12337,61.78,0
12338,61.785,0
12339,61.79,0
12340,61.795,0
12341,61.8,0
12342,61.805,0
12343,61.81,0
12344,61.815,0
12345,61.82,0
12346,61.825,0
12347,61.83,0
12348,61.835,200.0016
12349,61.84,0
12350,61.845,0
12351,61.85,0
12352,61.855,0
12353,61.86,200.0016
12354,61.865,0
12355,61.87,0
12356,61.875,0
12357,61.88,200.0016
12358,61.885,0
12359,61.89,0
12360,61.895,0
12361,61.9,0
12362,61.905,0
12363,61.91,0
12364,61.915,0
12365,61.92,0
12366,61.925,0
12367,61.93,0
12368,61.935,0
12369,61.94,600.0144003
12370,61.945,0
12371,61.95,0
12372,61.955,0
12373,61.96,0
12374,61.965,200.0016
12375,61.97,200.0016
12376,61.975,200.0016
12377,61.98,0
12378,61.985,0
12379,61.99,0
12380,61.995,0
12381,62,0
12382,62.005,0
12383,62.01,0
12384,62.015,0
12385,62.02,0
12386,62.025,0
12387,62.03,0
12388,62.035,0
12389,62.04,0
12390,62.045,200.0016
12391,62.05,0
12392,62.055,0
12393,62.06,0
12394,62.065,0
12395,62.07,0
12396,62.075,200.0016
12397,62.08,0
12398,62.085,0
12399,62.09,0
12400,62.095,0
12401,62.1,0
12402,62.105,0
12403,62.11,0
12404,62.115,0
12405,62.12,0
12406,62.125,0
12407,62.13,0
12408,62.135,0
12409,62.14,0
12410,62.145,0
12411,62.15,0
12412,62.155,200.0016
12413,62.16,0
12414,62.165,0
12415,62.17,0
12416,62.175,0
12417,62.18,0
12418,62.185,0
12419,62.19,0
12420,62.195,0
12421,62.2,0
12422,62.205,0
12423,62.21,0
12424,62.215,0
